Artist,title,streams,lyrics,neg,neu,pos,compound
Jonas Brothers,Sucker ,1507124,  Verse 1 Nick Jonas We go together Better than birds of a feather you and me We change the weather yeah Im feelin heat in December when youre round me  PreChorus Joe Jonas Joe Jonas  Nick Jonas Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you yeah  Verse 2 Nick Jonas Dont complicate it Yeah Cause I know you and you know everything about me I cant remember Yeah all of the nights I dont remember when youre round me Oh yeah yeah  PreChorus Joe Jonas Joe Jonas  Nick Jonas Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you yeah Uh  PreChorus Joe Jonas Joe Jonas  Nick Jonas Im a sucker for you Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you yeah Say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you Uh Im a sucker for you  ,0.135,0.793,0.072,-0.988
Post Malone,Wow. ,1314699,  Verse 1 Said she tired of little money need a big boy Pull up 20 inch blades like Im Lil’ Troy Now its everybody flockin need a decoy Shawty mixing up the vodka with the LaCroix yeah GWagen GWagen GWagen GWagen All the housewives pullin’ up Up up I got a lot of toys 720S bumpin Fall Out Boy You was talkin shit in the beginning Mmmm Back when I was feelin more forgivin More forgivin I know it piss you off to see me winnin See me winnin See the igloo in my mouth when I be grinnin’ I be grinnin’ yeah  Chorus Hunnid bands in my pocket its on me Hunnid deep when I roll like the army Get more bottles these bottles are lonely It’s a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me On me Yeah your grandmama probably know me Know me Get more bottles these bottles are lonely It’s a moment when I show up got em sayin Wow Wow wow  Verse 2 Everywhere I go Hey Catch me on the block like Im Mutombo Wow 750 Lambo in the Utah snow Skrrt Trunk in the front like that shit Dumbo yeah Cut the roof off like a niptuck Pull up to the house with some big butts Turn the kitchen counter to a stripclub Yeah wow Me and Dre came for the When I got guap all of yall just appeared Wow Before I dropped Stoney none of yall really cared Cared Now they always say Congratulations to the kid Kid And this is not a 40 but Im pourin out this shit Yeah Used to have a lot but I got more now Yup Made another hit cause I got bored now Yup Always goin for it never punt fourth down Last call Hail Mary Prescott touchdown ayy  Chorus Hunnid bands in my pocket its on me On me Hunnid deep when I roll like the army Hey Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me Yeah yeah Yeah your grandmama probably know me Yeah yeah Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow  Outro Got em sayin Wow Ayy ayy wow Sayin Wow Wow Wow  ,0.07,0.834,0.096,0.8704
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,1289064,,none,none,none,none
Khalid,Talk ,1245219,  Chorus Can we just talk Can we just talk Talk about where were goin Before we get lost lend me your thoughts Cant get what we want without knowin Ive never felt like this before I apologize if Im movin too far Can we just talk Can we just talk Figure out where were goin  Verse 1 Yeah started off right I can see it in your eyes I can tell that youre wantin more Whats been on your mind Theres no reason we should hide Tell me somethin I aint heard before  PreChorus Oh Ive been dreamin bout it And its you Im on So stop thinkin bout it  Chorus Can we just talk Can we just talk Talk about where were goin Before we get lost lend me your thoughts Yeah Cant get what we want without knowin No Ive never felt like this before I apologize if Im movin too far Can we just talk Can we just talk Figure out where were goin  Verse 2 Oh nah Penthouse view left some flowers in the room Ill make sure I leave the door unlocked Now Im on the way swear I wont be late Ill be there by five oclock  PreChorus Oh youve been dreamin bout it And Im what you want So stop thinkin bout it  Chorus Can we just talk Oh Can we just talk Talk about where were goin Before we get lost lend me your thoughts Cant get what we want without knowin Ive never felt like this before I apologize if Im movin too far Can we just talk Can we just talk Figure out where were goin  Outro Figure out where were goin  ,0.092,0.861,0.047,-0.9182
Ariana Grande,7 rings ,1238510,  Verse 1 Yeah breakfast at Tiffanys and bottles of bubbles Girls with tattoos who like getting in trouble Lashes and diamonds ATM machines Buy myself all of my favorite things Yeah Been through some bad shit I should be a sad bitch Who woulda thought itd turn me to a savage Rather be tied up with calls and not strings Write my own checks like I write what I sing yeah Yeah  PreChorus My wrist stop watchin my neck is flossy Make big deposits my gloss is poppin You like my hair Gee thanks just bought it I see it I like it I want it I got it Yeah  Chorus I want it I got it I want it I got it I want it I got it I want it I got it You like my hair Gee thanks just bought it I see it I like it I want it I got it Yep  Verse 2 Wearing a ring but aint gon be no Mrs Bought matching diamonds for six of my bitches Id rather spoil all my friends with my riches Think retail therapy my new addiction Whoever said money cant solve your problems Must not have had enough money to solve em They say Which one I say Nah I want all of em Happiness is the same price as redbottoms  PreChorus My smile is beamin Yeah my skin is gleamin Is gleamin The way it shine I know youve seen it Youve seen it I bought a crib just for Just for the closet Closet Both his and hers I want it I got it yeah  Chorus I want it I got it I want it I got it I want it I got it I want it I got it Baby You like my hair Gee thanks just bought it Oh yeah I see it I like it I want it I got it Yep  Verse 3 Yeah my receipts be lookin like phone numbers If it aint money then wrong number Black card is my business card The way it be settin the tone for me I dont mean to brag but I be like Put it in the bag yeah When you see them racks they stacked up like my ass yeah Shoot go from the store to the booth Make it all back in one loop gimme the loot Never mind I got the juice Nothing but net when we shoot Look at my neck look at my jet Aint got enough money to pay me respect Aint no budget when Im on the set If I like it then thats what I get yeah  Chorus I want it I got it I want it I got it Oh yeah I want it I got it I want it I got it Oh yeah yeah You like my hair Gee thanks just bought it I see it I like it I want it I got it I see yep  ,0.065,0.695,0.24,0.9973
Dominic Fike,3 Nights ,1132422,  Chorus Three nights at the motel under streetlights in the City of Palms Call me what you want when you want if you want And you can call me names if you call me up Three nights at the motel under streetlights in the City of Palms Call me what you want when you want if you want And you can call me names if you call me up  Verse 1 Feel like the least of all your problems You can reach me if you wanna stay up tonight stay up at night Green lights in your body language Seems like you could use a little company from me But if you got everything figured out like you say Dont waste a minute dont wait a minute Its only a matter of time for youoohoohooh tooohoohooh Tell me now cause Ive been up for Ive been up for  Chorus Three nights at the motel under streetlights in the City of Palms Call me what you want when you want if you want Want And you can call me names if you call me up Call me up Three nights at the motel under streetlights in the City of Palms Call me what you want when you want if you want And you can call me names if you call me up Ooh  Verse 2 I cant fix each and all your problems Im no good with names and faces She sent me naked pictures from her neck down to the waist I get my feelings involved she stopped returnin my calls Her flaws turned into walls and barricades And Im too far gone in all the wrong ways And now every long day is a bad one I cant make you call or make you stay or take you off the pedestal So I get lost in modern music watchin movies Talkin to the walls in my room Walkin through the halls in my head Just tryna make sure it all makes sense I aint made of money Maybe some day you can take it from me Im up too late thinkin bout you in MIA for  Chorus Three nights at the motel under streetlights in the City of Palms Call me what you want when you want if you want Want And you can call me names if you call me up Call me up Three nights at the motel under streetlights in the City of Palms Call me what you want when you want if you want And you can call me names if you call me up Ooh  ,0.042,0.867,0.091,0.6064
Ariana Grande,"break up with your girlfriend, i'm bored ",1104299,  Verse 1 You got me some type of way Hmm Aint used to feelin this way Mmmmmm I do not know what to say Yeah yeah But I know I shouldnt think about it Took one fuckin look at your face Hmm Now I wanna know how you taste Mmmmmm Usually dont give it away Yeah yeah But you know Im out here thinkin bout it  PreChorus Then I realize shes right there And Im at home like Damn this aint fair  Chorus Break up with your girlfriend Girlfriend Yeah yeah cause Im bored You could hit it in the mornin Mornin Yeah yeah like its yours I know it aint right But I dont care Care Break up with your girlfriend Girlfriend Yeah yeah cause Im bored  Verse 2 This shit always happen to me Yeah Why cant we just play for keeps Mmmmmm Practically on my knees Yeah yeah But I know I shouldnt think about it You know what youre doin to me Youre singin my songs in the streets yeah yeah Actin all innocent please When I know you out here thinkin bout it  PreChorus Then you realize shes right there Yeah And youre at home like Damn she cant compare  Chorus Break up with your girlfriend Girlfriend Yeah yeah cause Im bored You could hit it in the mornin In the mornin Yeah yeah like its yours I know it aint right But I dont care I dont care yee Break up with your girlfriend With your girlfriend Yeah yeah cause Im bored  PostChorus With your girlfriend girlfriend girlfriend girlfriend With your girlfriend With your girlfriend girlfriend girlfriend girlfriend  Bridge You could say Im hatin if you want to But I only hate on her cause I want you Say Im trippin if you feel like But you without me aint right Aint right You could call me crazy cause I want you And I never even ever fuckin met you Say Im trippin and it aint right But you without me aint nice Aint nice yeah  Chorus Break up with your girlfriend With your girlfriend Yeah yeah cause Im bored You could hit it in the mornin Hit in the mornin yeah yeah yeah Yeah yeah like its yours I know it aint right But I dont care Care yeah Break up with your girlfriend With your girlfriend Yeah yeah cause Im bored  PostChorus With your girlfriend girlfriend girlfriend baby girlfriend With your girlfriend With your girlfriend girlfriend girlfriend girlfriend With your girlfriend  ,0.079,0.757,0.164,0.9802
Marshmello,Here With Me ,1091253,  Verse 1 Can I tell you something just between you and me When I hear your voice I know Im finally free Every single word is perfect as it can be And I need you here with me When you lift me up I know that Ill never fall I can speak to you by saying nothing at all Every single time I find it harder to breathe Cause I need you here with me  Chorus Every day Youre saying the words that I want you to say Theres a pain in my heart and it wont go away Now I know Im falling in deep Cause I need you here with me Every day Youre saying the words that I want you to say Theres a pain in my heart and it wont go away Now I know Im falling in deep Cause I need you here with me  Verse 2 I think I see your face in every place that I go I try to hide it but I know that its gonna show Every single night I find it harder to sleep Cause I need you here with me  Chorus Every day Youre saying the words that I want you to say Theres a pain in my heart and it wont go away Now I know Im falling in deep Cause I need you here with me Every day Youre saying the words that I want you to say Theres a pain in my heart and it wont go away Now I know Im falling in deep Cause I need you here with me  Outro Can I tell you something just between you and me When I hear your voice I know Im finally free Every single word is perfect as it can be Cause I need you here with me  ,0.073,0.862,0.066,-0.2755
Khalid,My Bad ,1014948,  Verse 1 Cant count up the times youve blown my line And thats been on my mind a lot lately I wanna leave the extra all behind mmm And I know that you wanna be my baby mmm yeah  Chorus Said my bad Blowin me up youve been wildin We was cool yeah we was vibin Gotta put my phone on silent So my my my my bad Blowin me up youve been wildin We were cool yeah we was vibin Gotta put my phone on silent So my my my bad  Verse 2 Oh we both care about it But arguing with me just isnt worth it No no no Dont go reachin in your bag your bag yeah I didnt text you back cause I was workin Ah yeah  Chorus Said my bad Blowin me up youve been wildin We was cool yeah we was vibin Gotta put my phone on silent So my my my my bad Blowin me up youve been wildin We were cool yeah we was vibin Gotta put my phone on silent So my my my bad  Bridge Gave you all the signs Gave you all of my time my love Youre followin the signs But youre followin the wrong signs my love Gave you all the signs Gave you all of my time my love Gave you all my time and all my love Youre followin the signs But youre followin the wrong signs my love  Chorus Said my bad Blowin me up youve been wildin We was cool yeah we was vibin Vibin Gotta put my phone on silent On silent So my my my my bad My bad Blowin me up youve been wildin Blowin me up We were cool yeah we was vibin Gotta put my phone on silent So my my my bad  Outro Oh my my my Oh my my my My bad my bad Alright  ,0.142,0.709,0.149,-0.3565
Billie Eilish,wish you were gay ,981728,  Verse 1 Baby I dont feel so good six words you never understood Ill never let you go five words youll never say Aww I laugh along like nothings wrong four days has never felt so long If threes a crowd and two was us one slipped away Hahahahahahahaha  Chorus I just wanna make you feel okay But all you do is look the other way I cant tell you how much I wish I didnt wanna stay I just kinda wish you were gay  Verse 2 Is there a reason were not through Is there a 12 step just for you Our conversations all in blue 11 heys Hey hey hey hey Ten fingers tearin out my hair Nine times you never made it there I ate alone at 7 you were six minutes away Yay  Chorus How am I supposed to make you feel okay When all you do is walk the other way I cant tell you how much I wish I didnt wanna stay I just kinda wish you were gay  Bridge To spare my pride To give your lack of interest an explanation Dont say Im not your type Just say that Im not your preferred sexual orientation Im so selfish But you make me feel helpless yeah And I cant stand another day Stand another day  Chorus I just wanna make you feel okay But all you do is look the other way hmm I cant tell you how much I wish I didnt wanna stay I just kinda wish you were gay I just kinda wish you were gay I just kinda wish you were gay  ,0.061,0.805,0.134,0.9487
