Artist,title,streams,lyrics,neg,neu,pos,compound
Tones and I,Dance Monkey ,2388026,  Verse 1 They say Oh my God I see the way you shine Take your hands my dear and place them both in mine You know you stopped me dead while I was passing by And now I beg to see you dance just one more time  PreChorus Ooh I see you see you see you every time And oh my I I like your style You you make me make me make me wanna cry And now I beg to see you dance just one more time  Chorus So they say Dance for me dance for me dance for me ohohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when you’re done Ill make you do it all again  Verse 2 I said Oh my God I see you walking by Take my hands my dear and look me in my eyes Just like a monkey Ive been dancin’ my whole life But you just beg to see me dance just one more time  PreChorus Ooh I see you see you see you every time And oh my I I like your style You you make me make me make me wanna cry And now I beg to see you dance just one more time  Chorus So they say Dance for me dance for me dance for me ohohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when youre done Ill make you do it all again They say Dance for me dance for me dance for me ohohoh ohoh ohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when youre done Ill make you do it all again  Bridge Ooh ooh ooh ooh ooh Do it all again do it all again do it all again Ohoh ohoh oh Ooh ooh ooh ooh oohooh Do it all again do it all again do it all again Ooh ahah ahah  Chorus They say Dance for me dance for me dance for me ohohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when you’re done I’ll make you do it all again They say Dance for me dance for me dance for me ohohoh ohoh ohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when you’re done Ill make you do it all again All again  ,0.027,0.936,0.037,0.3612
Shawn Mendes,Señorita ,1645477,  Chorus Camila Cabello I love it when you call me señorita I wish I could pretend I didnt need ya But every touch is oohlalala Its true lalala Ooh I should be runnin Ooh you keep me coming for ya  Verse 1 Shawn Mendes Land in Miami The air was hot from summer rain Sweat drippin off me Before I even knew her name lalala It felt like oohlalala yeah no Sapphire moonlight We danced for hours in the sand Tequila Sunrise Her body fit right in my hands lalala It felt like oohlalala yeah  Chorus Camila Cabello  Shawn Mendes Camila Cabello I love it when you call me señorita I wish I could pretend I didnt need ya But every touch is oohlalala Its true lalala Ooh I should be runnin Ooh you know I love it when you call me señorita I wish it wasnt so damn hard to leave ya But every touch is oohlalala Its true lalala Ooh I should be runnin Ooh you keep me coming for ya  Verse 2 Camila Cabello with Shawn Mendes Locked in the hotel Theres just some things that never change You say were just friends But friends dont know the way you taste lalala La la la Cause you know its been a long time coming Dont ya let me fall oh Ooh when your lips undress me hooked on your tongue Ooh love your kiss is deadly dont stop  Chorus Both Camila Cabello  Shawn Mendes I love it when you call me señorita I wish I could pretend I didnt need ya But every touch is oohlalala Its true lalala Ooh I should be runnin Ooh you know I love it when you call me señorita I wish it wasnt so damn hard to leave ya So damn hard to leave ya But every touch is oohlalala Its true lalala True lala Ooh I should be runnin Ooh you keep me coming for ya  Outro Both Shawn Mendes  Camila Cabello All along Ive been coming for ya For you And I hope it meant something to you Oh Call my name Ill be coming for ya Coming for you Coming for ya Coming for you For ya For ya Oh she loves it when I call For ya Ooh I should be runnin Ooh you keep me coming for ya  ,0.023,0.756,0.221,0.9979
Taylor Swift,Lover ,1558018,  Verse 1 We could leave the Christmas lights up til January And this is our place we make the rules And theres a dazzling haze a mysterious way about you dear Have I known you 20 seconds or 20 years  Chorus Can I go where you go Can we always be this close Forever and ever ah Take me out and take me home Youre my my my my lover  Verse 2 We could let our friends crash in the living room This is our place we make the call And Im highly suspicious that everyone who sees you wants you Ive loved you three summers now honey but I want em all  Chorus Can I go where you go Can we always be this close Forever and ever ah Take me out and take me home Forever and ever Youre my my my my lover  Bridge Ladies and gentlemen will you please stand With every guitar string scar on my hand I take this magnetic force of a man to be my lover My hearts been borrowed and yours has been blue Alls well that ends well to end up with you Swear to be overdramatic and true to my lover And youll save all your dirtiest jokes for me And at every table Ill save you a seat lover  Chorus Can I go where you go Can we always be this close Forever and ever ah Take me out and take me home Forever and ever Youre my my my my Oh youre my my my my Darling youre my my my my lover  ,0.034,0.743,0.223,0.9963
Post Malone,Goodbyes (Feat. Young Thug) ,1345475,,none,none,none,none
Lil Tecca,Ransom ,1343649,  Intro Turn you to a dancer Yeah Internet Money bitch  Chorus I got black I got white what you want Hop outside a Ghost and hop up in a Phantom I know Im ’bout to blow I aint dumb They try to take my flow I take they ass for ransom I know that Im gone They see me blowin’ up now they say they want some I got two twin Glocks turn you to a dancer I see two twin opps leave em on a banner And I got two thick thots wanna link the gang yeah  Verse I got red I got blue what you want The Chanel or Balenciaga Louis and Vuitton She know I got the Fendi Prada when I hit Milan I needed me a die or rider I need me the one I started from the bottom you could see the way I stunt I want all the diamonds I want that shit to weigh a ton The opps they tryna line me cause they hate the place Im from But them niggas dont know me they just know the place Im from I got lots of shawties tryna pull up to my place But you aint want me last year so just get up out my face They all up in my inbox so I know they want a taste I know they want my downfall lil nigga are you laced  Chorus I got black I got white what you want Hop outside a Ghost and hop up in a Phantom I know I’m ’bout to blow I aint dumb They try to take my flow I take they ass for ransom I know that I’m gone They see me blowin up now they say they want  some I got two twin Glocks turn you to a dancer I see two twin opps leave em on a banner And I got two thick thots wanna link the gang yeah I got black I got white what you want Hop outside a Ghost and hop up in a Phantom I know Im ’bout to blow I aint dumb They try to take my flow I take they ass for ransom I know that Im gone They see me blowin up now they say they want  some I got two twin Glocks turn you to a dancer I see two twin opps leave em on a banner And I got two thick thots wanna link the gang yeah  ,0.099,0.818,0.082,-0.9506
Ed Sheeran,Beautiful People (feat. Khalid) ,1342362,  Intro Ed Sheeran We are we are we are  Verse 1 Ed Sheeran LA on a Saturday night in the summer Sundown and they all come out Lamborghinis and their rented Hummers The partys on so theyre headin downtown Round here Everybodys lookin for a come up And they wanna know what youre about Me in the middle with the one I love and Were just tryna figure everything out  PreChorus Ed Sheeran We dont fit in well cause we are just ourselves I could use some help gettin out of this conversation yeah You look stunning dear so dont ask that question here This is my only fear that we become  Chorus Ed Sheeran Beautiful people Drop top designer clothes Front row at fashion shows What dyou do and Who dyou know Inside the world of beautiful people Champagne and rolledup notes Prenups and broken homes Surrounded but still alone Lets leave the party  PostChorus Ed Sheeran Thats not who we are We are we are we are We are not beautiful Yeah thats not who we are We are we are we are We are not beautiful Beautiful  Verse 2 Khalid LA mmm Drove for hours last night and we made it nowhere Nowhere nowhere I see stars in your eyes when were halfway there All night Im not fazed by all them lights and flashin cameras Cause with my arms around you theres no need to care  PreChorus Khalid We dont fit in well we are just ourselves I could use some help gettin out of this conversation yeah You look stunning dear so dont ask that question here This is my only fear that we become  Chorus Ed Sheeran Beautiful people Drop top designer clothes Front row at fashion shows What dyou do and Who dyou know Inside the world of beautiful people Champagne and rolledup notes Prenups and broken homes Surrounded but still alone Lets leave the party  PostChorus Ed Sheeran Both Khalid Thats not who we are We are we are we are We are not beautiful yeah Yeah thats not who we are We are we are we are We are not beautiful Beautiful  Outro Ed Sheeran We are we are we are We are not beautiful  ,0.086,0.723,0.191,0.9949
Sam Smith,How Do You Sleep? ,1275813,  Verse 1 Im done hatin myself for feelin Im done cryin myself awake I gotta leave and start the healin But when you move like that I just wanna stay  PreChorus What have I become now Lookin through your phone now Oh now love to you is just a game Look what I have done now Dialling up the numbers on you I dont want my heart to break  Chorus Baby how do you sleep when you lie to me All that shame and all that danger Im hopin that my love will keep you up tonight Baby how do you sleep when you lie to me All that fear and all that pressure Im hopin that my love will keep you up tonight  PostChorus Tell me how do you— Love will keep you up tonight Tell me how do you—  Verse 2 Oh no how did I manage to lose me I am not this desperate not this crazy Theres no way Im stickin round to find out I wont lose like that I wont lose myself  PreChorus Look what I have done Done Diallin up the numbers on you I dont want my heart to break  Chorus Baby how do you sleep when you lie to me All that shame and all that danger Im hopin that my love will keep you up tonight Baby how do you sleep when you lie to me All that fear and all that pressure Im hopin that my love will keep you up tonight  PostChorus Tell me how do you— Yeah yeah yeah Love will keep you up tonight Tell me how do you— Oh love will keep you up tonight  Chorus Baby how do you sleep when you lie to me All that shame and all that danger Im hopin that my love will keep you up tonight Baby how do you sleep when you lie to me Oh All that fear and all that pressure Oh Im hopin that my love will keep you up tonight Tell me how do you—  ,0.128,0.726,0.146,0.9319
Ariana Grande,boyfriend (with Social House) ,1156298,  Act 1 raindrops an angel cried God is a woman bad idea break up with your girlfriend im bored  Interlude Bruce Almighty scene recreation  Act 2 REM Shortened Be Alright sweetener Shortened successful Shortened March 18  September 23 2019 September 28  October 9 2019 Side to Side bloodline March 18  June 21 2019 7 rings  Interlude Close to You cover until August 4 2019 replaced with Adore  Act 3 Love Me Harder breathin needy fake smile make up Right ThereYoull Never KnowBreak Your Heart Right Back NASA goodnight n go March 18  May 14 2019 then replaced with get well soon get well soon May 14  August 4 2019 then replaced with Only 1 Only 1 August 17  October 5 2019 then replaced with Tattooed Heart  Interlude in my head  Act 4 Boyfriend with Social House August 17  September 1 2019 everytime Shortened One Last Time Shortened March 18  April 25 2019 the light is coming Shortened Into You Shortened  Interlude My Heart Belongs to Daddy cover  Act 5 Dangerous Woman Break Free Shortened no tears left to cry  Encore thank u next  ,0.092,0.807,0.101,0.2023
Lewis Capaldi,Someone You Loved ,1114155,  Verse 1 Im going under and this time I fear theres no one to save me This all or nothing really got a way of driving me crazy I need somebody to heal somebody to know Somebody to have somebody to hold Its easy to say but its never the same I guess I kinda liked the way you numbed all the pain  Chorus Now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved  Verse 2 Im going under and this time I fear theres no one to turn to This all or nothing way of loving got me sleeping without you Now I need somebody to know somebody to heal Somebody to have just to know how it feels Its easy to say but its never the same I guess I kinda like the way you help me escape  Chorus Now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved  Bridge And I tend to close my eyes when it hurts sometimes I fall into your arms Ill be safe in your sound till I come back around  Chorus For now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved But now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved  ,0.076,0.787,0.138,0.9788
Marshmello,One Thing Right ,1077123,  Verse 1 Ive cheated and I’ve lied Ive broke down and Ive cried I’ve got nothing to hide no more Ive loved and Ive hurt Broken people down with words More grace than I deserve for sure  PreChorus Known to be crazy known to be wild Mama had herself a little devilish child Aint no stranger to the troubles at my door  Chorus Ive been at the wrong place at the wrong time Chasin all the wrong things most of my life Been every kinda lost that you cant find But I got one thing right Been the kinda guy girls mamas don’t like Runnin’ with the wrong crowd on the wrong nights Cause I’ve been wrong about a million times But I got one thing right you  PostChorus Baby I got one thing right Mmm Baby I got one thing right Yeah I got you Baby I got one thing right I got one thing right  Verse 2 You saw right through my pain Kept us patient while I changed Never even crossed your mind to walk away To walk away  PreChorus When I was gettin crazy reckless and wild Actin like my mamas little devilish child It took a heart like yours to find its place Find its place  Chorus I’ve been at the wrong place at the wrong time Chasin all the wrong things most of my life Been every kinda lost that you cant find But I got one thing right Been the kinda guy girls mamas dont like Runnin with the wrong crowd on the wrong nights Cause Ive been wrong about a million times But I got one thing right you  PostChorus Baby I got one thing right Oh Baby I got one thing right Yeah I got you Baby I got one thing right I got one thing right  Bridge Ive been wrong about a million times But I got one thing right I got one thing right  Chorus Ive been at the wrong place at the wrong time Chasin all the wrong things most of my life Been every kinda lost that you cant find But I got one thing right I got one thing right Been the kinda guy girls mamas dont like Runnin with the wrong crowd on the wrong nights Cause Ive been wrong about a million times But I got one thing right you  PostChorus Baby I got one thing right Oh Baby I got one thing right Yeah I got you Baby I got one thing right I got one thing right Ive been at the wrong place at the wrong time Chasin all the wrong things most of my life Been every kinda lost that you cant find But I got one thing right I got one thing right  ,0.216,0.719,0.065,-0.9975
