trackId,Artist,title,streams
0TK2YIli7K1leLovkQiNik,Shawn Mendes,Señorita ,67237638
6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug) ,37067320
3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,I Don't Care (with Justin Bieber) ,34332695
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy ,34301443
4evmHXcjt3bTUHD1cvny97,Ed Sheeran,Beautiful People (feat. Khalid) ,30020754
6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix ,29789948
2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita ,21917499
6fTt0CH2t0mdeB2N9XFG5r,Lil Nas X,Panini ,20866027
1Ej96GIBCTvgH7tNX1r3qr,Sech,Otro Trago ,20088512
5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave (Drake ft. Rick Ross) ,19853305
3KkXRkHbMCARz0aVfEt68P,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,17673682
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,17533647
5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma ,16938420
1DFD5Fotzgn6yYXkYsKiGs,MEDUZA,Piece Of Your Heart ,16900857
29fRTIKsJhLUJoldM89GZS,Taylor Swift,You Need To Calm Down ,16620735
1c0hsvHLELX6y8qymnpLKL,Lunay,Soltera - Remix ,16570849
1f38Gx6xQz6r4H1jGVNBJo,DJ Snake,Loco Contigo (with J. Balvin & Tyga) ,16356605
5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over ,15906331
5qmq61DAAOUaW8AUo8xKhh,Lizzo,Truth Hurts ,15557804
6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Can't Have You ,15480398
25ZAibhr3bdlMCLmubZDVt,J Balvin,QUE PRETENDES ,14434591
05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine ,14365615
0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCIÓN ,14107963
1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom ,13929966
40OMBMYRk5IQL6xCzGM0JA,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) ,13771816
53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road ,13690672
22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker ,13441220
4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce - Remix ,13021785
6moU77g9RQyMzHNuKEaQKq,Ali Gatie,It's You ,12616875
4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right ,12498236
6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings ,12343170
7DcvwMAiqKJQD1rrdfxSDx,Young Thug,The London (feat. J. Cole & Travis Scott) ,12024777
7KbF6AdprOXEEHlsq11Z6d,Maluma,11 PM ,12017252
2x0RZdkZcD8QRI53XT4GI5,Avicii,SOS (feat. Aloe Blacc) ,11789531
6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love ,11484679
51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala ,11359898
2qG5sZ7Si6sdK74qLxedYM,ROSALÍA,Con Altura ,11203646
6v0lAdFF4haL8xjBIUjtOw,Nicky Jam,Te Robaré ,11161518
6TqXcAFInzjp0bODyvrWEq,Khalid,Talk (feat. Disclosure) ,11117054
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow ,11080818
543bCW2ruMPmxUBWirQ3MR,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) ,10875404
4ak7xjvBeBOcJGWFDX9w5n,Lil Nas X,Rodeo ,10677617
6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance (feat. Drake) ,10586229
5iwz1NiezX7WWjnCgY5TH4,Pedro Capó,Calma - Remix ,10402992
2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier ,10397089
5ug4vqGZ3eisGhY1IsziNX,Ed Sheeran,Best Part of Me (feat. YEBBA) ,10310313
6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow. ,10288586
0mjAU3yKR1QnXnHtjGJqTM,OneRepublic,Rescue Me ,10062630
1kK6DwzyXJSp58u5HYWwuD,YG,"Go Loko (feat. Tyga, Jon Z) ",10056986
43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over ,9727857
5jW3rF4URMdK7tO2xjS5EI,Paulo Londra,Tal Vez ,9633316
7g8YaUQABMal0zWe7a2ijz,Dalex,Pa Mí - Remix ,9490406
56JyMaElW79S7TDWh1Zw1m,Ashley O,On A Roll ,9296717
4lzxJ4jCuFDXXGkE1LmpKR,DJ Luian,Verte Ir ,9227834
5WHTFyqSii0lmT9R21abT8,Mabel,Don't Call Me Up ,9210144
7ILEWkpfdK6AjH2D7jppWk,Chris Brown,Don't Check On Me (feat. Justin Bieber & Ink) ,9130805
0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely (with Khalid) ,8940964
2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Mother's Daughter ,8908002
02itaCXOdC54J0ISjqqFAp,R3HAB,All Around The World (La La La) ,8905070
2gwkD6igEhQbDQegRCcdoB,DaBaby,Suge ,8870572
0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Only Human ,8814970
79JBjIq90BrQ8Ws0pUhlzD,Mabel,Mad Love ,8797317
4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco) ,8763880
5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me ,8734181
0qc4QlcCxVTGyShurEv1UU,Sam Feldt,Post Malone (feat. RANI) ,8666114
0vrmHPfoBadXVr2n0m1aqZ,Avicii,Heaven ,8589811
25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho ,8543893
4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend ,8418193
6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger (with Normani) ,8361607
7BuSE9uTIw931wtZYzvZcQ,Sebastian Yatra,Runaway ,8321668
6uFn47ACjqYkc0jADwEdj1,Polo G,Pop Out (feat. Lil Tjay) ,8291641
1LIqNVhaIgxXUt2eVoIQJ3,Maluma,HP ,8109121
5hVghJ4KaYES3BFUATCYn0,"Tyler, The Creator",EARFQUAKE ,7964003
4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,Easier ,7940335
3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next ",7935200
2gTdDMpNxIRFSiu7HutMCg,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker) ,7930464
5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv (feat. Halsey) ,7860354
5dW1VZPcFqB4n0P08rGDgm,Blanco Brown,The Git Up ,7852697
2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD ,7754745
7anSoGdgtmJTAPZBzcPhO6,Dalex,Cuaderno ,7672207
6MF4tRr5lU8qok8IKaFOBE,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby) ,7594957
3M9Apu4OZfylLTFKvgEtKa,Tiësto,Ritual ,7478707
4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - 2011 Mix ,7475991
0e7ipj03S05BNilyu5bRzt,Post Malone,rockstar (feat. 21 Savage) ,7455408
7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You ,7411934
7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside (with Halsey & Khalid) ,7410276
1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes ,7305215
7COXchtUOMd6uIT6HvmRaI,Lauv,i'm so tired... ,7300316
5Uw7Dut2lZfexn3Y09swpf,Mark Ronson,Find U Again (feat. Camila Cabello) ,7212526
7fODjB7BrQTGqh0hogW6XD,Justin Quiles,Que Mas Pues - Remix ,7166649
5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me ,7140209
6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me (with Juice WRLD) ,7050489
7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now ,6947466
37eGbhE1xVFSvcKkqGb6i1,Sean Paul,Contra La Pared ,6784955
0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer ,6760772
7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You (feat. Cardi B) ,6709670
36J0iaPDGbYGsHvYpaYs3k,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy) ",6622779
3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,wish you were gay ,6604082
4w8niZpiMy6qz1mntFA5uM,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B) ",6601126
2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly ,6594514
0uUNN1nSoUx1A4fkDCWDQ7,Ava Max,So Am I ,6529871
1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,3 Nights ,6466776
6zeeWid2sgw4lap2jV61PZ,Khalid,Better ,6377491
7MRU4vOkywuhZ9kbFiPuiu,Daddy Yankee,Si Supieras ,6342798
2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE ,6319953
1wJRveJZLSb1rjhnUHQiv6,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine) ,6309134
0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect ,6309106
6EbduYTr62sSzvl36wWiFM,Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars) ,6253600
2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood ,6182766
4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"break up with your girlfriend, i'm bored ",6172090
4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way ,6169885
1iWHabUgUuuKLBa0TzTHfk,ZAYN,"A Whole New World (End Title) - From ""Aladdin"" ",6140658
116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA (feat. Drake) ,6098436
3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD! ,6049701
285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams ,6031064
4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love ,6015879
5opjywL6TBjJRF22TcFDMo,Loredana,Jetzt rufst du an ,6003625
3Hh0ZcGIqIkSiJVZGLcVLx,MACHETE,YOSHI (feat. Fabri Fibra) - prod. Strage ,5952166
0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind ,5887861
3xaugmCyXrVkrDTXbFkMW3,Joji,Sanctuary ,5861716
0UQwlF2pRkr1lMN6kNNUj3,Mau y Ricky,La Boca ,5824394
