trackId,Artist,title,streams
1rgnBhdG2JDFTbYkYRZAku,Tones and I,Dance Monkey ,44107207
3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM ,32639894
21jGcNKet2qwijlDFuPiPb,Post Malone,Circles ,29874782
2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories ,28148583
6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Señorita ,27597766
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,23717626
2plLJpUcYPFrl1sW2pMG63,Harry Styles,Lights Up ,19888037
2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay,"10,000 Hours (with Justin Bieber) ",19828610
70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People (feat. Khalid) ,19206708
7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer ,19020951
6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep? ,17996318
51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala ,17554287
2ksOAxtIxY8yElEWw8RhgK,Anuel AA,China ,17425960
6Gg1gjgKi2AK4e0qzsR7sd,Juice WRLD,Bandit (with YoungBoy Never Broke Again) ,16557009
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy ,16517558
1HfMVBKM75vxSfsQ5VefZ5,Selena Gomez,Lose You To Love Me ,16252477
2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It ,16218389
6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug) ,15581680
0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Don't Care (with Justin Bieber) ,15053129
1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom ,14121245
0RiRZpuVRbi7oqRdSMwhQY,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,13722741
7LzouaWGFCy4tkXDOOnEyM,Camila Cabello,Liar ,13232161
1000nHvUdawXuUHgBod4Wv,Lil Nas X,Panini ,12520609
3jbT1Y5MoPwEIpZndDDwVq,Tainy,Adicto (with Anuel AA & Ozuna) ,12211397
0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCIÓN ,11976801
5qmq61DAAOUaW8AUo8xKhh,Lizzo,Truth Hurts ,11969903
4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B) ,11968587
2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita ,11784684
4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce - Remix ,11605621
7CZyCXKG6d5ALeq41sLzbw,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott) ,11441003
6osaMSJh9NguagEDQcZaKx,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga) ,11362504
6V9fHiv84WlVTg7CSnIVY2,Halsey,Graveyard ,11338012
2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road - Remix ,11112558
6moU77g9RQyMzHNuKEaQKq,Ali Gatie,It's You ,10984489
4sjiIpEv617LDXaidKioOI,YNW Melly,223's (feat. 9lokknine) ,10370796
05mDaV9Vb3wrzjF6OPZnhq,Post Malone,Saint-Tropez ,10252792
6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love ,10235174
3NkJNL3WqO1Lqc3uNDxvCN,Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey) ,10234839
6wo37KVqFJhtuxPTpLCcfe,The Chainsmokers,Takeaway (feat. Lennon Stella) ,10129426
314ZkcV7oLWG8yWE7LABvH,BTS,Make It Right (feat. Lauv) ,10119927
1nocRtwyNPVtGcIJqfgdzZ,Camilo,Tutu ,10023757
7BlBVFwvbWvcwNcUarQmjk,ROSALÍA,"Yo x Ti, Tu x Mi ",9929022
1iQDltZqI7BXnHrFy4Qo1k,SHAED,Trampoline (with ZAYN) ,9888008
5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave (Drake ft. Rick Ross) ,9740003
3Yh9lZcWyKrK9GjbhuS0hR,Lizzo,Good as Hell ,9585770
6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance (feat. Drake) ,9576281
5nCthAh3jt4xKuLJAifAaR,Katy Perry,Harleys In Hawaii ,9504515
5Z8HZM6iQMhhqyPcCGY5g9,Young Thug,Hot (feat. Gunna) ,9314149
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow ,9276572
6mAN61JH0dzyZpWslS11jy,Rauw Alejandro,Fantasias ,9162538
1DFD5Fotzgn6yYXkYsKiGs,MEDUZA,Piece Of Your Heart ,9105518
4zj2FEHN6Hw6a5vqN70PvL,Apache 207,Wieso tust Du dir das an? ,9013009
6Y4PDQv4XjYjHLeLmvyOt0,Sech,Si Te Vas ,8935383
6cy3ki60hLwimwIje7tALf,The Black Eyed Peas,RITMO (Bad Boys For Life) ,8831188
5Id5B3dxJZhPcV9GzgYZZe,Rich Music LTD,Quizas ,8555804
1c0hsvHLELX6y8qymnpLKL,Lunay,Soltera - Remix ,8552773
4sWuPniHClkInYAnzXAYUF,NLE Choppa,Camelot ,8525378
5aUSEPNd3m5xliFK4pn5mU,Zedd,Good Thing (with Kehlani) ,8108395
6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings ,8027564
322tcqPhma7F6hfCeLisx0,Lauv,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3” ",7916427
3cphb8kdsjElYR7r5icK3H,Niall Horan,Nice To Meet Ya ,7895162
2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier ,7808963
36orMWv2PgvnzXsd5CJ0yL,Sam Feldt,Post Malone (feat. RANI) ,7761083
0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely (with Khalid) ,7686701
0rIAC4PXANcKmitJfoqmVm,Normani,Motivation ,7683161
4bTZeO72FwMa6wKOiqoynL,Sech,Otro Trago - Remix ,7660452
3s4mrPrEFFPF0LmAfutW0n,Young Thug,The London (feat. J. Cole & Travis Scott) ,7425605
0Xek5rqai2jcOWCYWJfVCF,Post Malone,Enemies (feat. DaBaby) ,7366477
6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,BOP ,7363395
7xQAfvXzm3AkraOtGPWIZg,Post Malone,Wow. ,7313793
7sWRlDoTDX8geTR8zzr2vt,Post Malone,Hollywood's Bleeding ,7296208
59s0s39NFWScuHDbHytI14,Reik,Indeciso ,7295620
5dhQeuLGmlhfwlI6BWfSpo,Apache 207,Roller ,7180823
43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over ,7175433
7x9nXsowok1JszkVztI5NI,French Montana,Writing on the Wall (feat. Post Malone & Cardi B) ,7173356
4a6q8CR2hzLk2plDkSxkfD,Bazzi,I.F.L.Y. ,7101189
1G2CAJeP7rCwOZjlSJ0Zw3,Major Lazer,Que Calor (with J Balvin & El Alfa) ,7093193
4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - 2011 Mix ,7092683
22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker ,7086679
46D0hYb1B7qiU33VtXt21W,Camila Cabello,Easy ,7070500
0Ryd8975WihbObpp5cPW1t,Ariana Grande,boyfriend (with Social House) ,7059414
0fySG6A6qLE8IvDpayb5bM,DaBaby,VIBEZ ,7004747
26wLOs3ZuHJa2Ihhx6QIE6,5 Seconds of Summer,Teeth ,7002691
2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE ,6977062
5099x34vBakWpGkHourFxP,Maluma,Qué Pena ,6969974
5hDAT527wXWNBnJlujhuUs,Lil Mosey,Stuck In A Dream (feat. Gunna) ,6962373
1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover ,6893580
2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You ,6893200
0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer ,6804412
25ZAibhr3bdlMCLmubZDVt,J Balvin,QUE PRETENDES ,6779248
0y675KDleCZEudjoeL1sQQ,Lauv,Feelings ,6774118
4Of7rzpRpV1mWRbhp5rAqG,Lewis Capaldi,Bruises ,6772229
7KbF6AdprOXEEHlsq11Z6d,Maluma,11 PM ,6745518
7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control ,6675886
6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me (with Juice WRLD) ,6659485
2qG5sZ7Si6sdK74qLxedYM,ROSALÍA,Con Altura ,6613071
5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me ,6581975
0RLLvYBopDwooCyvnTwgYu,Lil Tjay,F.N ,6500570
4fwo6czG5nvOQMzhOto1ya,Diplo,Lonely (with Jonas Brothers) ,6499084
6TqXcAFInzjp0bODyvrWEq,Khalid,Talk (feat. Disclosure) ,6479854
0e7ipj03S05BNilyu5bRzt,Post Malone,rockstar (feat. 21 Savage) ,6470880
4Ta3PhWmY50ZLU1uhKFKPE,Dermot Kennedy,Outnumbered ,6309829
1ndyl3wJCFs872XZ3ztPk6,Justin Quiles,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix ",6295198
6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger (with Normani) ,6219503
6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,You Need To Calm Down ,6187709
1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,3 Nights ,6179093
25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho ,6152982
41wZE5FpxbPaZqXtlmBhPG,RIN,Keine Liebe ,6134821
7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You ,6105713
7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside (with Halsey & Khalid) ,6104153
6RyaV7owmVU6fzEPE17sF1,Daddy Yankee,Que Tire Pa Lante ,6085793
285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams ,6068110
67ojvEGRPAUCOohuMPqoRC,Capital Bra,110 ,6065697
0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Only Human ,6052725
7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You (feat. Cardi B) ,6029695
6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps ,6007611
3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next ",5943839
2gwkD6igEhQbDQegRCcdoB,DaBaby,Suge ,5916302
684EjRHwNsZQ9hCQxL4NYL,Dimelo Flow,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay) ",5913149
0c7K73roy6RW4ebDkf4yGh,24kGoldn,VALENTINO ,5903049
5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go ,5837673
5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma ,5715655
5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over ,5702803
3IWs9dAwTqN0EFhOIcBDfs,Jorja Smith,Be Honest ,5647121
0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect ,5637602
7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now ,5615780
5MPPttjfGap2C6j6eKcO6J,Quality Control,Baby (Lil Baby feat. DaBaby) ,5562873
4fj7e6Tc48Bmomwyz2Z2XC,Manuel Turizo,Te Quemaste ,5560880
2INhKpUdzh7v0j041gZNsz,Frank Ocean,DHL ,5531463
2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better ,5491382
5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright ,5473968
5bzaS5tAni5oUpW7bWVdtY,G-Eazy,I Wanna Rock (feat. Gunna) ,5463248
4guBZjUyrGoHsTahO3IHdj,Lil Tecca,Did It Again ,5460943
4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right ,5418066
2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood ,5407375
2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly ,5405058
4B7fTyj1FIPvP9tT5X3DnR,Drake,Behind Barz - Bonus ,5338852
3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD! ,5301024
3QzAOrNlsabgbMwlZt7TAY,Mustard,Ballin' (with Roddy Ricch) ,5287809
2C6WXnmZ66tHhHlnvwePiK,Post Malone,Die For Me (feat. Future & Halsey) ,5259779
1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes ,5220138
0mjAU3yKR1QnXnHtjGJqTM,OneRepublic,Rescue Me ,5215451
0U6bQIAh6MCGo1xjbIIx2S,Dimitri Vegas & Like Mike,Instagram ,5183597
2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD ,5166249
1SNiXDwSilLujcYdvfqVpT,The Chainsmokers,Call You Mine ,5163599
6zeeWid2sgw4lap2jV61PZ,Khalid,Better ,5150671
6uFn47ACjqYkc0jADwEdj1,Polo G,Pop Out (feat. Lil Tjay) ,5116769
4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend ,5092588
5iwz1NiezX7WWjnCgY5TH4,Pedro Capó,Calma - Remix ,5084744
2Rk4JlNc2TPmZe2af99d45,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco) ,5074493
0F7FA14euOIX8KcbEturGH,Lil Nas X,Old Town Road ,5063226
2wvLtM25eMpHK7hkidqte2,Apache 207,200 km/h ,5059639
4e0FYxSROat25pH16zMTZI,Lil Tecca,Love Me ,5034730
2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002 ,5030537
18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru ,5018607
1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder ,5003194
5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - 2011 Mix ,4986907
1EoEU4HY57qaITp06TkC6B,Duki,Goteo ,4983294
18HNGxDOcshRU2Hdu8tMOM,Gambi,Popopop ,4979947
4ZLzoOkj0MPWrTLvooIuaa,Kina,Get You The Moon (feat. Snøw) ,4959270
12Fkyg9lpmaz2zmKOfw2Y2,Post Malone,On The Road (feat. Meek Mill & Lil Baby) ,4913941
0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight ,4905043
1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes ,4898649
1Ej96GIBCTvgH7tNX1r3qr,Sech,Otro Trago ,4883035
5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011 ,4850079
0KoiMHhqKLoL4xM54rcWYY,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B) ",4821971
6K5BsR04ijf3FHNzjbaagD,Myke Towers,Si Se Da - Remix ,4809913
