trackId,Artist,title,streams
0TK2YIli7K1leLovkQiNik,Shawn Mendes,Señorita ,64942021
0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Don't Care (with Justin Bieber) ,38459324
70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People (feat. Khalid) ,36721702
6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug) ,32776195
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy ,27733366
6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix ,26270757
1DhRbox3xkceP64k3JeYfW,Ed Sheeran,Antisocial (with Travis Scott) ,25282995
2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita ,21735586
3yNZ5r3LKfdmjoS3gkhUCT,Billie Eilish,bad guy (with Justin Bieber) ,21458729
4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B) ,20785809
1Ej96GIBCTvgH7tNX1r3qr,Sech,Otro Trago ,19292972
5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave (Drake ft. Rick Ross) ,19087459
6fTt0CH2t0mdeB2N9XFG5r,Lil Nas X,Panini ,18630371
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,18437480
0AtP8EkGPn6SwxKDaUuXec,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent) ,18409396
4wuCQX7JvAZLlrcmH4AeZF,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) ,18203708
1f38Gx6xQz6r4H1jGVNBJo,DJ Snake,Loco Contigo (with J. Balvin & Tyga) ,17353639
3KkXRkHbMCARz0aVfEt68P,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,17072685
1c0hsvHLELX6y8qymnpLKL,Lunay,Soltera - Remix ,16136101
5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma ,15689996
5qmq61DAAOUaW8AUo8xKhh,Lizzo,Truth Hurts ,15641020
1DFD5Fotzgn6yYXkYsKiGs,MEDUZA,Piece Of Your Heart ,15423921
6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Can't Have You ,14615671
1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom ,14385041
29fRTIKsJhLUJoldM89GZS,Taylor Swift,You Need To Calm Down ,14344313
0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCIÓN ,14336955
5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over ,13644041
0VsGaRXR5WAzpu51unJTis,Ed Sheeran,Best Part of Me (feat. YEBBA) ,13529607
25ZAibhr3bdlMCLmubZDVt,J Balvin,QUE PRETENDES ,13491521
4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce - Remix ,13436963
05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine ,13256859
1AI7UPw3fgwAFkvAlZWhE0,Ed Sheeran,Take Me Back to London (feat. Stormzy) ,13032576
40OMBMYRk5IQL6xCzGM0JA,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) ,12908205
22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker ,12871625
51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala ,12567037
6moU77g9RQyMzHNuKEaQKq,Ali Gatie,It's You ,12310004
4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right ,12285586
53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road ,12230013
6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings ,12147299
7KbF6AdprOXEEHlsq11Z6d,Maluma,11 PM ,11734929
7DcvwMAiqKJQD1rrdfxSDx,Young Thug,The London (feat. J. Cole & Travis Scott) ,11730917
2qRN7PWiHRLprw4FpDeI9N,Ed Sheeran,Nothing On You (feat. Paulo Londra & Dave) ,11553707
6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love ,11388164
2qG5sZ7Si6sdK74qLxedYM,ROSALÍA,Con Altura ,11070889
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow ,10945518
6v0lAdFF4haL8xjBIUjtOw,Nicky Jam,Te Robaré ,10760886
6TqXcAFInzjp0bODyvrWEq,Khalid,Talk (feat. Disclosure) ,10684017
6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance (feat. Drake) ,10617969
2x0RZdkZcD8QRI53XT4GI5,Avicii,SOS (feat. Aloe Blacc) ,10382149
5iwz1NiezX7WWjnCgY5TH4,Pedro Capó,Calma - Remix ,10145133
2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier ,9920966
4ak7xjvBeBOcJGWFDX9w5n,Lil Nas X,Rodeo ,9817101
6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow. ,9779238
43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over ,9732501
1kK6DwzyXJSp58u5HYWwuD,YG,"Go Loko (feat. Tyga, Jon Z) ",9536625
0mjAU3yKR1QnXnHtjGJqTM,OneRepublic,Rescue Me ,9466643
5jW3rF4URMdK7tO2xjS5EI,Paulo Londra,Tal Vez ,9191876
7g8YaUQABMal0zWe7a2ijz,Dalex,Pa Mí - Remix ,9035354
0qc4QlcCxVTGyShurEv1UU,Sam Feldt,Post Malone (feat. RANI) ,8990462
0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely (with Khalid) ,8984984
4lzxJ4jCuFDXXGkE1LmpKR,DJ Luian,Verte Ir ,8967763
5T03itPFOPGGkvVPvPiyla,Ed Sheeran,Put It All on Me (feat. Ella Mai) ,8921516
1Bdptrvb7nQkq8kCw3siE9,Ed Sheeran,Feels (feat. Young Thug & J Hus) ,8830186
2gwkD6igEhQbDQegRCcdoB,DaBaby,Suge ,8806001
