trackId,Artist,title,streams
14msK75pk3pA33pzPVNtBF,Ariana Grande,7 rings ,54381365
4NzMOnvSJVNKF7nw5NkXIP,Billie Eilish,bury a friend ,35408536
6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow. ,30419257
3KkXRkHbMCARz0aVfEt68P,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,29346467
2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD ,25206797
5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me ,24642412
2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier ,23919064
5iwz1NiezX7WWjnCgY5TH4,Pedro Capó,Calma - Remix ,22316182
6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger (with Normani) ,22282324
2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,"thank u, next ",22235996
25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho ,21350458
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow ,18931640
5W83ErFkO3aKAIS1WMi6u0,Anuel AA,Secreto ,18598221
4w8niZpiMy6qz1mntFA5uM,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B) ",18456704
116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA (feat. Drake) ,18421882
2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE ,16969293
6FyRXC8tJUh863JCkyWqtk,Paulo Londra,Adan y Eva ,16920393
1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes ,16790474
2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad (feat. Drake) ,15940642
3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It ,15088372
2t8yVaLvJ0RenpXUIAC52d,21 Savage,a lot ,14246330
7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila ,14198610
14JzyD6FlBD5z0wV5P07YI,Billie Eilish,when the party's over ,14090252
5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant (with Rag'n'Bone Man) ,14032417
7COXchtUOMd6uIT6HvmRaI,Lauv,i'm so tired... ,13527032
5kfNriitmkNE8mUbZ7gbq8,Khalid,Saturday Nights ,13516244
5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma ,13298905
27rdGxbavYJeBphck5MZAF,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus) ,13247020
0FZ4Dmg8jJJAPJnvBIzD9z,Kodak Black,ZEZE ,13164695
7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside (with Halsey & Khalid) ,12702869
78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard (Lil Baby & Gunna) ,12309349
4BiiOzZCrXEzHRLYcYFiD5,The Chainsmokers,Hope ,11941751
7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now ,11803815
0s5DNDV6LAKn2u2Ufa3VjQ,Mau y Ricky,Desconocidos ,11733956
