Artist,title,streams,lyrics,neg,neu,pos,compound
Tones and I,Dance Monkey ,611833,  Verse 1 They say Oh my God I see the way you shine Take your hands my dear and place them both in mine You know you stopped me dead while I was passing by And now I beg to see you dance just one more time  PreChorus Ooh I see you see you see you every time And oh my I I like your style You you make me make me make me wanna cry And now I beg to see you dance just one more time  Chorus So they say Dance for me dance for me dance for me ohohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when you’re done Ill make you do it all again  Verse 2 I said Oh my God I see you walking by Take my hands my dear and look me in my eyes Just like a monkey Ive been dancin’ my whole life But you just beg to see me dance just one more time  PreChorus Ooh I see you see you see you every time And oh my I I like your style You you make me make me make me wanna cry And now I beg to see you dance just one more time  Chorus So they say Dance for me dance for me dance for me ohohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when youre done Ill make you do it all again They say Dance for me dance for me dance for me ohohoh ohoh ohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when youre done Ill make you do it all again  Bridge Ooh ooh ooh ooh ooh Do it all again do it all again do it all again Ohoh ohoh oh Ooh ooh ooh ooh oohooh Do it all again do it all again do it all again Ooh ahah ahah  Chorus They say Dance for me dance for me dance for me ohohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when you’re done I’ll make you do it all again They say Dance for me dance for me dance for me ohohoh ohoh ohoh Ive never seen anybody do the things you do before They say Move for me move for me move for me ayyayyayy And when you’re done Ill make you do it all again All again  ,0.027,0.936,0.037,0.3612
Dua Lipa,Don't Start Now ,434399,  Intro If you dont wanna see me  Verse 1 Did a full 180 crazy Thinking bout the way I was Did the heartbreak change me Maybe But look at where I ended up Im all good already So moved on its scary Im not where you left me at all so  PreChorus If you dont wanna see me dancing with somebody If you wanna believe that anything could stop me  Chorus Dont show up dont come out Dont start caring about me now Walk away you know how Dont start caring about me now  Verse 2 Arent you the guy who tried to Hurt me with the word goodbye Though it took some time to survive you Im better on the other side Im all good already So moved on its scary Im not where you left me at all so  PreChorus If you dont wanna see me dancing with somebody If you wanna believe that anything could stop me Dont dont dont  Chorus Dont show up dont come out Dont start caring about me now Walk away you know how Dont start caring about me now Bout me now bout me  Bridge Up up Dont come out out out Dont show up up up Dont start now Oh Up up Dont come out out Im not where you left me at all so  PreChorus If you dont wanna see me dancing with somebody If you wanna believe that anything could stop me  Chorus Dont show up Dont show up dont come out Dont come out Dont start caring about me now Bout me now Walk away Walk away you know how You know how Dont start caring about me now So  Outro Up up Dont come out out out Dont show up up up Walk away walk away So Up up Dont come out out out Dont show up up up Walk away walk away oh  ,0.112,0.863,0.025,-0.9797
Regard,Ride It ,335690,  Chorus Ride it were all alone Ride  it just lose control Ride  it ride it come touch my soul Ride it ride let me feel you Ride it turn the lights down low Ride  it from head to toe Ride  it ride it touch my soul Ride it ride let me feel you  Verse 1 Its  been a month and twenty days And were going round and round playing silly games Now youre saying slow it down not right now Then ya wink at me and walk away Let  it be let it be let it be known Hold on dont go Touching and teasing me telling me no But this time I need to feel you  Chorus Ride it were all alone Ride it just lose control Ride it ride it come touch my soul Ride it ride let me feel you Ride it turn the lights down low Ride it from head to toe Ride it ride it touch my soul Ride it ride it let me feel you  Verse 2 Movida was the club on the Saturday Ya actin like a diva sayin you dont wanna pay Its gotta be ya feisty style raised eyebrow I love it when you look at me that way Now were in you order a mojito at the bar You reapply lippy cause it came off on the glass The DJ plays your favorite songs Kanyes on Now ya beckoning for me to dance Mm pullin me pullin me pullin me close Just close your eyes girl Whispering tellin me we gotta go Wont you take me home I want to ride it  Chorus Ride it were all alone Ride it just lose control Ride it ride it come touch my soul Ride it ride it let me feel you Ride it turn the lights down low Ride it from head to toe Ride it ride it touch my soul Ride it ride it let me feel you  Interlude  Chorus Wont you take me home I wanna Ride it were all alone Ride it just lose control Ride it ride it come touch my soul Ride it ride it let me feel you Ride it turn the lights down low Ride it from head to toe Ride it ride it touch my soul Ride it ride it let me feel you  ,0.076,0.882,0.042,-0.8971
Post Malone,Circles ,306085,  Intro Oh oh oh Oh  oh oh Oh  oh oh oh oh  Verse 1 We couldnt turn around til we were upside down Ill be the bad guy now but know I aint too proud I  couldnt be there even when I tried You  dont believe it we do this every time  Chorus Seasons change and our love went cold Feed  the flame cause we cant let go Run away but were running in circles Run away run away I dare you to do something Im  waiting on you again so I dont take the blame Run away but were running in circles Run away run away run away  Verse 2 Let go I got a feeling that its time to let go I said so I knew that this was doomed from the getgo You thought that it was special special But it was just the sex though the sex though And I still hear the echoes The echoes I got a feeling that its time to let it go let it go  Chorus Seasons change and our love went cold Feed the flame cause we cant let go Run away but were running in circles Run away run away I dare you to do something Im waiting on you again so I dont take the blame Run away but were running in circles Run away run away run away  Bridge Maybe you dont understand what Im going through Its only me what you got to lose Make up your mind tell me what are you gonna do Its only me let it go  Chorus Seasons change and our love went cold Feed the flame cause we cant let go Run away but were running in circles Run away run away I dare you to do something Im waiting on you again so I dont take the blame Run away but were running in circles Run away run away run away  ,0.044,0.851,0.105,0.9686
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B) ,278666,  Verse 1 Ed Sheeran She got the mmm brown eyes caramel thighs Long hair no wedding ring hey I saw you lookin from across the way And now I really wanna know your name She got the mmm white dress but when she’s wearin less Man you know that she drives me crazy The mmm brown eyes beautiful smile You know I love watching you do your thing  PreChorus Ed Sheeran I love her hips curves lips say the words Te amo mami ah te amo mami I kiss her this love is like a dream  Chorus Ed Sheeran So join me in this bed that Im in Push up on me and sweat darling So I’m gonna put my time in I wont stop until the angels sing Jump in that water be free Come south of the border with me Jump in that water be free Come south of the border with me  Verse 2 Camila Cabello He got that mmm green eyes givin me signs That he really wants to know my name—hey I saw you lookin from across the way And suddenly Im glad I came ay Ven para acá quiero bailar toma mi mano Quiero sentir tu cuerpo en mí estás temblando Mmm green eyes takin your time Now we know well never be the same  PreChorus Camila Cabello I love his lips cause he says the words Te amo mami ah te amo mami Don’t wake up this love is like a dream  Chorus Ed Sheeran  Camila Cabello Ed Sheeran Camila Cabello So join me in this bed that I’m in Push up on me and sweat darling So Im gonna put my time in Time in And won’t stop until the angels sing Jump in that water be free Come south of the border with me Jump in that water be free Come south of the border with me Rrrat Flawless diamonds In a green field near Buenos Aires Until the suns rising We wont stop until the angels sing Jump in that water be free Come south of the border with me Jump in that water be free Come south of the border with me  Verse 3 Cardi B  Camila Cabello Bardi uh You never live til you risk your life Life You wanna shine you gotta get more ice Ice ice oh Am I your lover or I’m just your vice Woo yeah yeah A little crazy but Im just your type Okurrr You want the lips and the curves need the whips and the furs And the diamonds I prefer in my closet his and hers ayy He want the lil mamacita margarita Margarita I think that Ed got a lil jungle fever ayy Woo You are more than You are more than Something borin Something borin Legs open tongue out Michael Jordan uh Uh Go explore in Woo woo somethin foreign Skrrt skrrt Bust it up a rain forest it be pourin yeah Kiss me like you need me rub me like a genie Pull up to my spot in Lamborghini Cause you gotta see me never leave me Never leave me You got a girl that could finally do it all Drop a album drop a baby but I never drop the ball uh  Chorus Ed Sheeran Camila Cabello  Both So join me in this bed This bed that Im in That Im in Push up on me and sweat darling Oh no no no So Im gonna put my time in I wont stop until the angels sing Nah nah nah Jump in that water be free Come south of the border with me Come south of the border border Hey Come south of the border with me Come south of the border border Come south of the border with me Jump in that water be free Come south of the border with me Jump in that water be free Come south of the border with me  ,0.033,0.756,0.211,0.9993
Selena Gomez,Lose You To Love Me ,268737,  Verse 1 You promised the world and I fell for it I put you first and you adored it Set fires to my forest And you let it burn Sang offkey in my chorus Cause it wasnt yours I saw the signs and I ignored it Rosecolored glasses all distorted Set fire to my purpose And I let it burn You got off on the hurtin When it wasnt yours yeah  PreChorus Wed always go into it blindly I needed to lose you to find me This dancing was killing me softly I needed to hate you to love me yeah  Chorus To love love yeah To love love yeah To love yeah I needed to lose you to love me yeah To love love yeah To love love yeah To love yeah I needed to lose you to love me  Verse 2 I gave my all and they all know it Then you tore me down and now its showing In two months you replaced us Like it was easy Made me think I deserved it In the thick of healing yeah  PreChorus Wed always go into it blindly I needed to lose you to find me This dancing was killing me softly I needed to hate you to love me yeah  Chorus To love love yeah To love love yeah To love yeah I needed to lose you to love me yeah To love love yeah To love love yeah To love yeah I needed to lose you to love me  Bridge You promised the world and I fell for it I put you first and you adored it Set fires to my forest And you let it burn Sang offkey in my chorus  Chorus To love love yeah To love love yeah To love yeah I needed to hate you to love me yeah To love love yeah To love love yeah To love yeah I needed to lose you to love me To love love yeah To love love yeah To love yeah  Outro And now the chapter is closed and done To love love yeah To love love yeah To love yeah And now its goodbye its goodbye for us  ,0.184,0.433,0.383,0.9993
Lewis Capaldi,Someone You Loved ,262963,  Verse 1 Im going under and this time I fear theres no one to save me This all or nothing really got a way of driving me crazy I need somebody to heal somebody to know Somebody to have somebody to hold Its easy to say but its never the same I guess I kinda liked the way you numbed all the pain  Chorus Now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved  Verse 2 Im going under and this time I fear theres no one to turn to This all or nothing way of loving got me sleeping without you Now I need somebody to know somebody to heal Somebody to have just to know how it feels Its easy to say but its never the same I guess I kinda like the way you help me escape  Chorus Now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved  Bridge And I tend to close my eyes when it hurts sometimes I fall into your arms Ill be safe in your sound till I come back around  Chorus For now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved But now the day bleeds into nightfall And youre not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved  ,0.076,0.787,0.138,0.9788
Travis Scott,HIGHEST IN THE ROOM ,244345,  Chorus I got room in my fumes Yeah She fill my mind up with ideas Im the highest in the room It’s lit Hope I make it outta here Lets go  Verse 1 She saw my eyes she know Im gone Ah I see some things that you might fear I’m doin a show Ill be back soon Soon That aint what she wanna hear Nah Now I got her in my room Ah Legs wrapped around my beard Got the fastest car it zoom Skrrt Hope we make it outta here Ah When Im with you I feel alive You say you love me dont you lie Yeah Wont cross my heart dont wanna die Keep the pistol on my side Yeah  Chorus Case it’s fumes Smoke She fill my mind up with ideas Straight up I’m the highest in the room Its lit Hope I make it outta here Let’s go yeah  Verse 2 We aint stressin bout the loot Yeah My block made of quesería This not the molly this the boot Ain’t no comin back from here Live the life of La Familia Its so much gang that I cant see ya Yeah Turn it up til they cant hear We cant Runnin runnin round for the thrill Yeah dawg dawg round my real Gang Raw raw I been pourin to the real Drank Nah nah nah they not back of the VIP In the VIP Gorgeous baby keep me hard as steel Ah this my life I did not choose Uh been on this since we was kids We gon stay on top and break the rules Uh I fill my mind up with ideas  Chorus Case its fumes She fill my mind up with ideas Straight up Im the highest in the room Im the highest its lit Hope I make it outta here  Outro  ,0.052,0.839,0.109,0.9747
Maroon 5,Memories ,241567,  Chorus Heres to the ones that we got Cheers to the wish you were here but youre not Cause the drinks bring back all the memories Of everything weve been through Toast to the ones here today Toast to the ones that we lost on the way Cause the drinks bring back all the memories And the memories bring back memories bring back you  Verse 1 Theres a time that I remember when I did not know no pain When I believed in forever and everything would stay the same Now my heart feel like December when somebody say your name Cause I cant reach out to call you but I know I will one day yeah  PreChorus Everybody hurts sometimes Everybody hurts someday ayyayy But everything gon be alright Go and raise a glass and say ayy  Chorus Heres to the ones that we got Cheers to the wish you were here but youre not Cause the drinks bring back all the memories Of everything weve been through Toast to the ones here today Toast to the ones that we lost on the way Cause the drinks bring back all the memories And the memories bring back memories bring back you  PostChorus Doodoo doodoodoodoo Doodoodoodoo doodoodoodoo Doodoodoodoo doodoodoo Memories bring back memories bring back you  Verse 2 Theres a time that I remember when I never felt so lost When I felt all of the hatred was too powerful to stop Ooh yeah Now my heart feel like an ember and its lighting up the dark Ill carry these torches for ya that you know Ill never drop yeah  PreChorus Everybody hurts sometimes Everybody hurts someday ayyayy But everything gon be alright Go and raise a glass and say ayy  Chorus Heres to the ones that we got Ohoh Cheers to the wish you were here but youre not Cause the drinks bring back all the memories Of everything weve been through No no Toast to the ones here today Ayy Toast to the ones that we lost on the way Cause the drinks bring back all the memories Ayy And the memories bring back memories bring back you  PostChorus Doodoo doodoodoodoo Doodoodoodoo doodoodoodoo Doodoodoodoo doodoodoo Memories bring back memories bring back you Doodoo doodoodoodoo Doodoodoodoo doodoodoodoo Doodoodoodoo doodoodoo Ooh yeah Memories bring back memories bring back you  Outro Yeah yeah yeah Yeah yeah yeah yeah yeah no no Memories bring back memories bring back you  ,0.081,0.759,0.16,0.9851
Harry Styles,Lights Up ,237748,  Verse 1 What do you mean Im sorry by the way Never coming back down Cant you see I could but wouldnt stay Wouldnt put it like that What do you mean Im sorry by the way Never coming around Itd be so sweet if things just stayed the same Ladadadada  Chorus All the lights couldnt put out the dark Runnin through my heart Lights up and they know who you are Know who you are Do you know who you are Oh  Bridge Shine step into the light Shine so bright sometimes Shine Im not ever going back Shine step into the light Shine so bright sometimes Shine Im not ever going back Shine step into the light Shine so bright sometimes Shine Im not ever Ooh  Verse 2 What do you mean Im sorry by the way Never going back now Itd be so sweet if things just stayed the same Ladadadada Ladadadada Ladadadada Oh Ladadadada Oh Ladadadada Oh  Chorus All the lights couldnt put out the dark Runnin through my heart Lights up and they know who you are Know who you are Do you know who you are  ,0.031,0.844,0.125,0.9802
