trackId,Artist,title,streams
0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You ,622598
2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas ,602523
4QPEwDdOMhY7rNS05mTyMR,Stormzy,Own It (feat. Ed Sheeran & Burna Boy) ,524236
1rgnBhdG2JDFTbYkYRZAku,Tones and I,Dance Monkey ,497287
2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree ,419343
3VTNVsTTu05dmTsVFrmGpK,The Pogues,Fairytale of New York (feat. Kirsty MacColl) ,416553
696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE ,412803
0247StOpd3AkeBQzANX4Zf,Band Aid,Do They Know It's Christmas? - 1984 Version ,388099
0lLdorYw7lVrJydTINhWdI,Michael Bublé,It's Beginning to Look a Lot like Christmas ,376589
0lizgQ7Qw35od7CYaoMBZb,Ariana Grande,Santa Tell Me ,364809
2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go ,361961
6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now ,360451
1IcR6RlgvDczfvoWJSSY2A,Andy Williams,It's the Most Wonderful Time of the Year ,346754
4rRIovg4TvxLUiUrpGI6lE,Shakin' Stevens,Merry Christmas Everyone ,339194
27qAMKrDdKEs8HDXcvR24R,Chris Rea,Driving Home for Christmas - 2019 Remaster ,328879
6sBWmE23q6xQHlnEZ8jYPT,Elton John,Step Into Christmas ,326227
3hBXvHLlTHvnbwrPbeoyAj,Bobby Helms,Jingle Bell Rock ,304103
3nAp4IvdMPPWEH9uuXFFV5,Kelly Clarkson,Underneath the Tree ,299557
3zJw3rugfpVrmBeDDnUYzy,John Lennon,Happy Xmas (War Is Over) - Remastered ,299468
6tjituizSxwSmBB5vtgHZE,Michael Bublé,Holly Jolly Christmas ,289083
3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You ,286079
78pn8k7RogKo2oxl0DyX6d,Leona Lewis,One More Sleep ,282344
7Lbxvt42JsNSKVCaN63qhD,Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version ,274137
3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted ,273185
6Oq4fiDzKaFMU89dTvM24u,Stormzy,Audacity (feat. Headie One) ,262664
7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Mistletoe ,256440
4kKdvXD0ez7jp1296JmAts,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet) ,254958
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,253402
5DXKtoZLm31msT7tNGNHLG,Stormzy,Vossi Bop ,251003
5iVGN1Th2DqyWVNIBM8Vwk,Stormzy,Lessons ,244587
4jAIqgrPjKLTY9Gbez25Qb,Harry Styles,Lights Up ,240126
2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It ,237043
1ODZGydlown4VesUP8HLJX,The Ronettes,Sleigh Ride ,235970
7taXf5odg9xCAZERYfyOkS,José Feliciano,Feliz Navidad ,235924
7CHi4DtfK4heMlQaudCuHK,MEDUZA,Lose Control ,231310
7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer ,216142
4so0Wek9Ig1p6CRCHuINwW,Bing Crosby,White Christmas ,215226
0jiPKUSdsJNCxMPHjMqptk,Darlene Love,Christmas (Baby Please Come Home) ,214530
6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar ,213034
21jGcNKet2qwijlDFuPiPb,Post Malone,Circles ,207134
4TnjEaWOeW0eKTKIEvJyCa,Trevor Daniel,Falling ,206351
1mH6tZC6iXIHPI6EixCwxw,Wizzard,I Wish It Could Be Christmas Everyday ,201836
2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow! ,198162
0sf12qNH5qcw8qpgymFOqD,The Weeknd,Blinding Lights ,197459
2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories ,189186
3iwZ8hg0q1kTBB5kjg0nO4,Slade,Merry Xmas Everybody ,188040
285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams ,185809
4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B) ,185389
3yOlyBJuViE2YSGn3nVE1K,Camila Cabello,My Oh My (feat. DaBaby) ,183960
0GiwV6v3AgJfdu59tj719Y,Endor,Pump It Up ,181898
2SBr3MK1sdMs8IxdRcN6qz,Kylie Minogue,Santa Baby ,178156
1Qi2wh8fFgDV7tl4Sj3f2K,Sam Smith,Have Yourself A Merry Little Christmas ,177939
4PS1e8f2LvuTFgUs1Cn3ON,Nat King Cole,The Christmas Song (Merry Christmas To You) ,176972
57vxBYXtHMk6H1aD29V7PU,The Weeknd,Heartless ,175831
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy ,174013
4CEGyF5A5u5BjweVvkgCsn,Stormzy,Crown ,171421
4Of7rzpRpV1mWRbhp5rAqG,Lewis Capaldi,Bruises ,170899
4fzyvSu73BhGvi96p2zwjL,Coldplay,Christmas Lights ,167666
1HfMVBKM75vxSfsQ5VefZ5,Selena Gomez,Lose You To Love Me ,166039
7b4ky1LlQLFhXHmhZkFgqV,AJ Tracey,Ladbroke Grove ,160426
1pRShUtGOG6ZP5fsnw9G4h,Jax Jones,This Is Real (ft. Ella Henderson) ,159420
4rMWDm28mERZcRPc1f3yir,The Jackson 5,Santa Claus Is Coming To Town ,159332
2pXpURmn6zC5ZYDMms6fwa,Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra) ,153083
5Ber68jZ7ytegr2UISEdb7,Michael Bublé,Santa Claus Is Coming to Town ,152352
2qqZ5fOGuNvYVzgPFDLQ4l,Boney M.,Mary's Boy Child / Oh My Lord ,150246
3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM ,148185
3z4CGd63tpUn9a6oQSG0CI,Dave,Location (feat. Burna Boy) ,147736
5Rbj8akony3l0NNM5TjH1F,Stormzy,Wiley Flow ,147131
2bPQuniBB9x0fRtxDly0kr,Jona Lewie,Stop The Cavalry ,146433
31m40qBxoj4iMSnQLkq8nP,Fredo,Netflix & Chill ,145947
0PXukVbYpvz40KcEFKnIw7,Young T & Bugsey,Don't Rush (feat. Headie One) ,145443
6s2wpWPFPAgKg2LXxi1Oee,Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975 ",143998
0qaWEvPkts34WF68r8Dzx9,Riton,Turn Me On (feat. Vula) ,143582
6pVW5LRWgeLaHudxauOTJU,Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version ,143107
6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Señorita ,139142
4etKC4ngPKsQDHUMnYgV3A,KSI,"Down Like That (feat. Rick Ross, Lil Baby & S-X) ",138774
3PIDciSFdrQxSQSihim3hN,Mariah Carey,Christmas (Baby Please Come Home) ,136994
6id0KJ3XgvJLSzyMtHBj67,Britney Spears,My Only Wish (This Year) ,135746
2n1oPHJVMPWJkjgHwVcksY,J Hus,Must Be ,133515
23GvTfcGK454ppLsts3W44,Young T & Bugsey,Strike a Pose (feat. Aitch) ,133411
3KcSwX6pyUnfJ0YZlcJE7d,Stormzy,Pop Boy (feat. Aitch) ,131883
1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling ,131650
3QiAAp20rPC3dcAtKtMaqQ,Elvis Presley,Blue Christmas ,130999
5wfyoR8XOkw45QRtFOoxyi,Dave,Professor X ,130858
0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Don't Care (with Justin Bieber) ,130088
70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People (feat. Khalid) ,128437
0vmANNClszGQZ0FISySK61,The Jackson 5,I Saw Mommy Kissing Santa Claus ,127466
1xPpYbCaJWonL7IFXPDjON,Aitch,Taste (Make It Shake) ,125207
65Q2mv3UlVi9eO70OpsmSe,Burl Ives,A Holly Jolly Christmas - Single Version ,124367
5wTM2Bm8phDwHAuOsfBwhU,Pretenders,2000 Miles - 2007 Remaster ,124017
584UC3Qpm8SbYd7aRWKREu,Aitch,Buss Down (feat. ZieZie) ,123388
02t2kfqtYpPW8718hxnBcV,Stormzy,Superheroes ,122470
3AlpkljBS1AU7HFVPms8K6,Sia,Santa's Coming For Us ,121026
4aRRxKxJbvIEjXWXB0l3w7,DigDat,New Dior ,120184
0RiRZpuVRbi7oqRdSMwhQY,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,119400
2DdI0KRBuxV5Km0bkm67yh,Stormzy,One Second (feat. H.E.R.) ,118310
4zrQ9UIhPD6lL6VBISJ5aE,Stormzy,Big Michael ,118232
1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom ,117863
0lTurWECr2XL607eJAj1A3,Meghan Trainor,I'll Be Home ,117617
5DMItYJluCFc7YtFdP4aXo,Mud,Lonely This Christmas ,117195
6Gg1gjgKi2AK4e0qzsR7sd,Juice WRLD,Bandit (with YoungBoy Never Broke Again) ,116683
2pnPe4pJtq7689i5ydzvJJ,Chuck Berry,Run Rudolph Run - Single Version ,116151
60iSKGrGazRzICtMjADNSM,Lewis Capaldi,Hold Me While You Wait ,115203
4ricyQVd20UQde1jpXCSuJ,Tony Bennett,Winter Wonderland ,114911
3IWs9dAwTqN0EFhOIcBDfs,Jorja Smith,Be Honest ,114540
3DpiKVldEAVWMSuhFvaEdK,Sidemen,The Gift ,114169
3cphb8kdsjElYR7r5icK3H,Niall Horan,Nice To Meet Ya ,110966
1foCxQtxBweJtZmdxhEHVO,Eartha Kitt,Santa Baby (with Henri René & His Orchestra) ,110873
6y1UtRcHQU07aUs3oxZ8Yn,Joel Corry,Sorry ,110873
07Oz5StQ7GRoygNLaXs2pd,Lizzo,Good as Hell (feat. Ariana Grande) - Remix ,110286
6YJdPrH3i2POzu7hdHIRrb,Ariana Grande,Santa Baby ,109926
1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,3 Nights ,109162
0AtMTwBF9dmAd2kjgKXpSu,Stormzy,Rainfall (feat. Tiana Major9) ,108973
6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love ,107795
3h1EREJfCwyv6cG7CGak5d,Stevie Wonder,What Christmas Means To Me ,107599
0KzhyaVtr2v4J9GVdMgCk0,Darkoo,Gangsta ,107575
0nLfmQWIqjZkCQNhfP0EHv,Stormzy,Do Better ,105599
1AI7UPw3fgwAFkvAlZWhE0,Ed Sheeran,Take Me Back to London (feat. Stormzy) ,103532
3VyjsVV24RmBIbWJAeUJNu,Don Toliver,No Idea ,102083
1DFD5Fotzgn6yYXkYsKiGs,MEDUZA,Piece Of Your Heart ,100887
0tXPhc8LvM4dPvoRwI66XQ,Michael Bublé,I'll Be Home for Christmas ,99729
3WrG9BpOPQWUus3FjA1Tny,Destiny's Child,8 Days of Christmas ,98517
2bH4EXqG4bm7EsKRSKC29R,Stormzy,Rachael's Little Brother ,98492
43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over ,98439
5aubXDnDNVKA5pS7EnR0mp,MIST,So High (feat. Fredo) ,98231
7d8GetOsjbxYnlo6Y9e5Kw,The Killers,Mr. Brightside ,97249
2Ec33AVlkTTq8BHFgBTdQs,Lil Uzi Vert,Futsal Shuffle 2020 ,96666
2gbCG4Rt9984UZ7Tc0dIFd,Michael Bublé,White Christmas (with Shania Twain) ,96545
6fenHIxXuuzKB55wY4WCHP,Tiësto,God Is A Dancer (with Mabel) ,96484
4tHqQMWSqmL6YjXwsqthDI,Mykola Dmytrovych Leontovych,Carol of the Bells ,95601
4FPrAERfkPKOBKrRoyuxLu,Michael Bublé,Cold December Night ,95322
2OQ6a4CfUeYskpTTgyawyJ,Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton) ,94329
6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery ,94082
1OjmlSFuzYflWjSMTCyTJv,Jonas Brothers,Like It's Christmas ,93941
5wIjM4q7oIgiLqn8Qfoyxh,RussMB,Keisha & Becky - Remix ,93447
0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box ,92205
4VPlKUSjC9HdZdUbFZ0Y5y,Tom Walker,Better Half of Me ,92070
2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road - Remix ,91401
0Ie5uiv54KgCr7P4sYDTHl,Idina Menzel,Baby It's Cold Outside (duet with Michael Bublé) ,90507
0SxjNrhMwarsbcgEy0pavJ,Headie One,Both ,89536
2jTBEuS8P9ZqVos9zecRzl,ZieZie,French Kisses (feat. Aitch) ,89494
2xGO2UjzxeVQSIkyg98vck,Queen,Thank God It's Christmas - Non-Album Single ,89485
4wYCe9tSmUolNU4WmJKbZy,East 17,Stay Another Day ,89336
6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep? ,89323
5Q2P43CJra0uRAogjHyJDK,Brett Eldredge,"Baby, It's Cold Outside ",89260
6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings ,88447
766N0mjf1KzAAYsA1eAJaN,Stormzy,Handsome ,88144
4ukUoXLuFzMixyZyabSGc4,Ella Fitzgerald,Sleigh Ride ,86778
3Z0oQ8r78OUaHvGPiDBR3W,Idina Menzel,Into the Unknown ,86705
45S5WTQEGOB1VHr1Q4FuPl,Harry Styles,Golden ,86224
3DKCTIiJ97bS9TGiqcABjo,Dave,Thiago Silva ,86062
7y9nU0xWUltavzK8U1Fp5k,JAY1,Million Bucks ,86003
4Day5xkFhvHLwXykznyRLA,Liam Payne,All I Want (For Christmas) ,84771
4VRE2Ler8le7DUymvKepY1,Poundz,Opp Thot ,83909
5WHTFyqSii0lmT9R21abT8,Mabel,Don't Call Me Up ,83782
5qmq61DAAOUaW8AUo8xKhh,Lizzo,Truth Hurts ,83747
2cytBOLpwFRX7J9URCrFIe,NSG,Options ,83176
5bvnqVuq7UFl0txSlHpsfS,PARTYNEXTDOOR,Loyal (feat. Drake) ,82815
3zZqro4MGeFOR40HxFEPlv,Céline Dion,Happy Xmas (War Is Over) ,82654
7xQAfvXzm3AkraOtGPWIZg,Post Malone,Wow. ,82572
1mpD5Q8IM32I4bF6eCpU74,Khalid,Up All Night ,82371
25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho ,81264
6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,BOP ,81157
35mMXfym6C9VOTUVrcKKZp,Sigala,We Got Love ,81077
2IOFZdYYkFxEHVz1w34PoL,Harry Styles,Cherry ,80957
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow ,80747
44mYhOVgerj2qPjkGDVA6n,Bing Crosby,It's Beginning To Look Like Christmas ,80311
0iV9yfj1knFNOSEiuTHZwl,Christina Aguilera,Have Yourself a Merry Little Christmas ,80146
4ofwffwvvnbSkrMSCKQDaC,George Ezra,Shotgun ,80035
4MrfQL4TYQXJBlZYpAHTuE,Dean Martin,"Baby, It's Cold Outside ",79825
2mvabkN1i2gLnGAPUVdwek,Taylor Swift,Christmas Tree Farm ,79815
5xlS0QkVrSH7ssEbBgBzbM,The Beach Boys,Little Saint Nick - 1991 Remix ,79793
36orMWv2PgvnzXsd5CJ0yL,Sam Feldt,Post Malone (feat. RANI) ,79612
2ECa2abJzm8ogoS4KZGCPl,Stormzy,Bronze ,79535
6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance (feat. Drake) ,79403
4Ta3PhWmY50ZLU1uhKFKPE,Dermot Kennedy,Outnumbered ,79256
0pEkK8MqbmGSX7fT8WLMbR,Lewis Capaldi,Grace ,78889
2ixNRyMUQnlcmnox8xBTL5,Stormzy,Don't Forget to Breathe (feat. YEBBA) [Interlude] ,77190
1gFMfqyVSXHMgvRloH2gDL,Dave,Paper Cuts ,76166
6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug) ,75919
4qBejt9FeqLI9blHI1Nq1x,Michael Bublé,Jingle Bells (feat. The Puppini Sisters) ,75873
