trackId,Artist,title,streams
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy ,519341
5p1ex0pXv6jSPJ6QbumQpD,MEDUZA,Piece Of Your Heart ,514461
6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix ,455032
2TIlqbIneP0ZY1O0EzYLlc,Lewis Capaldi,Someone You Loved ,431528
5WHTFyqSii0lmT9R21abT8,Mabel,Don't Call Me Up ,326045
4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker ,321674
6nDKrPlXdpomGBgAlO7UdP,Avicii,SOS ,300819
6TqXcAFInzjp0bODyvrWEq,Khalid,Talk (feat. Disclosure) ,300255
03x2rVJRFUrvwlfxoHd9Mo,Tom Walker,Just You and I ,297301
53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road ,292724
5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me ,276147
5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant (with Rag'n'Bone Man) ,274545
3z4CGd63tpUn9a6oQSG0CI,Dave,Location (feat. Burna Boy) ,256738
0uUNN1nSoUx1A4fkDCWDQ7,Ava Max,So Am I ,234021
7COXchtUOMd6uIT6HvmRaI,Lauv,i'm so tired... ,226957
78KyOmqWmqLkQcXO1cA7MO,Steel Banglez,Fashion Week (feat. AJ Tracey & MoStack) ,218902
4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"break up with your girlfriend, i'm bored ",206592
1ABvDz0JnQGO8M8NYjRNMp,Sigrid,Don’t Feel Like Crying ,205244
4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend ,202974
3KkXRkHbMCARz0aVfEt68P,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,201888
6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow. ,200033
2cytBOLpwFRX7J9URCrFIe,NSG,Options ,189103
11o2y87vqODipLK98a1v34,Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa ,186619
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow ,185316
5wIjM4q7oIgiLqn8Qfoyxh,RussMB,Keisha & Becky - Remix ,184293
6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings ,181737
25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho ,176666
7cz506PyIgh2bMN90Mc8Tn,Wiley,Boasty (feat. Idris Elba) ,172723
4MKM1sU3d3aS23WJsYipdV,JAY1,Your Mrs ,168179
7DHApOHsIFo7EyfieArYGE,P!nk,Walk Me Home ,166497
4NSW0Km5ZG60L8FthUebPJ,Jonas Blue,What I Like About You (feat. Theresa Rex) ,162746
