trackId,Artist,title,streams
6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Señorita ,435049
70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People (feat. Khalid) ,401546
7b4ky1LlQLFhXHmhZkFgqV,AJ Tracey,Ladbroke Grove ,340171
1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,3 Nights ,338729
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,312685
6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep? ,303530
0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Don't Care (with Justin Bieber) ,301067
3evfXgwjSY5zuFxAHjMW5S,Aitch,Taste (Make It Shake) ,298742
0Ryd8975WihbObpp5cPW1t,Ariana Grande,boyfriend (with Social House) ,292817
5aubXDnDNVKA5pS7EnR0mp,MIST,So High (feat. Fredo) ,284310
1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom ,274127
60iSKGrGazRzICtMjADNSM,Lewis Capaldi,Hold Me While You Wait ,263652
1AI7UPw3fgwAFkvAlZWhE0,Ed Sheeran,Take Me Back to London (feat. Stormzy) ,262129
23GvTfcGK454ppLsts3W44,Young T & Bugsey,Strike a Pose (feat. Aitch) ,252124
3z4CGd63tpUn9a6oQSG0CI,Dave,Location (feat. Burna Boy) ,245816
44ZJ4hLD5onikKsVLQaILr,Stormzy,Vossi Bop ,243497
4wuCQX7JvAZLlrcmH4AeZF,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) ,243342
0Zp10WiPeEi6EUJZvWcNT9,Mabel,Mad Love ,234013
1yAPglN5AGf7UoLK062ZYq,Sigala,Wish You Well ,232612
6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug) ,229228
6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love ,223183
6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance (feat. Drake) ,206905
2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road - Remix ,206553
1DFD5Fotzgn6yYXkYsKiGs,MEDUZA,Piece Of Your Heart ,201502
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy ,194920
5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave (Drake ft. Rick Ross) ,194759
5tZWtGT65sMrDVPB5H444n,Freya Ridings,Castles ,190613
1hxE8xAp7CrBsdpiRpiWFy,Stormzy,Crown ,187677
6fTt0CH2t0mdeB2N9XFG5r,Lil Nas X,Panini ,184433
6y1UtRcHQU07aUs3oxZ8Yn,Joel Corry,Sorry ,182335
1DhRbox3xkceP64k3JeYfW,Ed Sheeran,Antisocial (with Travis Scott) ,166665
3DKCTIiJ97bS9TGiqcABjo,Dave,Thiago Silva ,161061
6uAm7pG66O1XesXS9bpHSF,Lizzo,Good As Hell ,154740
4QEMi9FXOolfFFlLFUIolw,D-Block Europe,Home P*ssy ,151713
5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over ,149725
40OMBMYRk5IQL6xCzGM0JA,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) ,147980
