trackId,Artist,title,streams
3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,I Don't Care (with Justin Bieber) ,540792
44ZJ4hLD5onikKsVLQaILr,Stormzy,Vossi Bop ,478077
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,468502
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy ,460565
6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix ,412372
1DFD5Fotzgn6yYXkYsKiGs,MEDUZA,Piece Of Your Heart ,388588
60iSKGrGazRzICtMjADNSM,Lewis Capaldi,Hold Me While You Wait ,379575
6nDKrPlXdpomGBgAlO7UdP,Avicii,SOS ,290814
6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Can't Have You ,282901
543bCW2ruMPmxUBWirQ3MR,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock) ,257930
3z4CGd63tpUn9a6oQSG0CI,Dave,Location (feat. Burna Boy) ,238133
4Of7rzpRpV1mWRbhp5rAqG,Lewis Capaldi,Bruises ,235845
11o2y87vqODipLK98a1v34,Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa ,235202
0pEkK8MqbmGSX7fT8WLMbR,Lewis Capaldi,Grace ,221497
4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco) ,215515
53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road ,210496
5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me ,199561
4PkIDTPGedm0enzdvilLNd,Ellie Goulding,Sixteen ,182219
7Feaw9WAEREY0DUOSXJLOM,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) ,180923
5wIjM4q7oIgiLqn8Qfoyxh,RussMB,Keisha & Becky - Remix ,179878
4NSW0Km5ZG60L8FthUebPJ,Jonas Blue,What I Like About You (feat. Theresa Rex) ,175344
4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker ,172920
