trackId,Artist,title,streams,lyrics,neg,neu,pos,compound
1rgnBhdG2JDFTbYkYRZAku,Tones and I,Dance Monkey ,3136626,  verse 1 they say oh my god i see the way you shine take your hands my dear and place them both in mine you know you stopped me dead while i was passing by and now i beg to see you dance just one more time  prechorus ooh i see you see you see you every time and oh my i i like your style you you make me make me make me wanna cry and now i beg to see you dance just one more time  chorus so they say dance for me dance for me dance for me ohohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when you’re done ill make you do it all again  verse 2 i said oh my god i see you walking by take my hands my dear and look me in my eyes just like a monkey ive been dancin’ my whole life but you just beg to see me dance just one more time  prechorus ooh i see you see you see you every time and oh my i i like your style you you make me make me make me wanna cry and now i beg to see you dance just one more time  chorus so they say dance for me dance for me dance for me ohohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when youre done ill make you do it all again they say dance for me dance for me dance for me ohohoh ohoh ohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when youre done ill make you do it all again  bridge ooh ooh ooh ooh ooh do it all again do it all again do it all again ohoh ohoh oh ooh ooh ooh ooh oohooh do it all again do it all again do it all again ooh ahah ahah  chorus they say dance for me dance for me dance for me ohohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when you’re done i’ll make you do it all again they say dance for me dance for me dance for me ohohoh ohoh ohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when you’re done ill make you do it all again all again  ,0.027,0.936,0.037,0.3612
4QPEwDdOMhY7rNS05mTyMR,Stormzy,Own It (feat. Ed Sheeran & Burna Boy) ,3029663,  chorus stormzy own it girl you just own it cause your bodys on fire show me how to control it and go hit your spliff and get higher girl i love how you roll it i put my hand there hold it ima be right by ya ima be right by ya ima be right by ya ima be right by ya  verse 1 stormzy  burna boy lighters up lighters up one time lighters up pulled up in the party when you saw me i was lightin up my j so go ahead and brighten up my day lighters in the air when you lighting up the rave and its feelin like i met you here before fore girl i felt your presence when they let you through the door door never had a bruddah give you everything and more so i take a little piece and then the rest of it is yours mi amore i e don tey wey i don dey i tell you but girl you think say nah play ayy ayy ayy i know no wetin you dey do me wey just dey scatter my brain ah scatter my brain thug lovin when i put you in your place i can tell you love it just by lookin in your face its the way that you wind up your waist im so in awe girl you never have to worry bout nothing you know its all yours you know you  chorus stormzy  burna boy own it girl you just own it cause your bodys on fire show me how to control it and go hit your spliff and get higher girl i love how you roll it i put my hand there hold it ima be right by ya ima be right by ya ima be right by ya ima be right by ya everybody body body body body oluwaburna ti de  verse 2 ed sheeran lights down for the one i love right now right now we never looked better forget our friends girl i love it when we chill together and aint nobody gonna feel what we feel together she want a kiss i i want another one you got a sick vibe i wanted more than one up to now nobody knew where i was comin from we got the same mind so i dont wanna waste time bring it to me come by thats what i need thats right kissin your cheek one time i used to love bein alone alone but now i cant stand it im reachin out my palm palm for you to put your hand in ahahh girl you are the one and i dont understand it ooh yeah how you lighten up the room with your glow yeah yeah cause girl you just  chorus burna boy  ed sheeran own it own it girl you just own it own it cause your bodys on fire fire show me how to control it and go hit your spliff and get higher higher girl i love how you roll it i love how you roll it i put my hand there i put my hand there hold it ima be right by ya ima be right by ya ima be right by ya ima be right by ya  outro burna boy nananana nananana  ,0.026,0.864,0.11,0.9927
696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE ,2682340,  intro all for the gram bitches love the gram oh wait shit brr brr ayy yeah yeah yeah ayy brr brr brr ayy skrrt skrrt ninety four dont need no brakes yeah  chorus roxanne roxanne all she wanna do is party all night god damn roxanne never gonna love me but its alright she think im an asshole she think im a player she keep running back though only cause i pay up roxanne roxanne all she wanna do is party all night  verse 1 met her at a party in the hills yeah she just wanna do it for the thrill yeah shorty drive a poodle with no top top top but if i throw this money she gon drop ayy she dont wait in lines if its too long she dont drive the whip unless the roof off only wanna call when the cash out only take the pic when her ass out  prechorus she from malibu uh malibu if you aint got a foreign then she laugh at you uh malibu uh malibu spending daddys money with a attitude  chorus roxanne roxanne roxanne roxanne all she wanna do is party all night god damn god damn roxanne roxanne never gonna love me but its alright she think im an asshole she think im a player she keep running back though only cause i pay up roxanne roxanne roxanne roxanne all she wanna do is party all night  interlude i just wanna have fun  verse 2 in la yeah got no brakes yeah living fast ricky bobby shake and bake yeah see the chain yeah issa lake yeah swipe the chase ooh now she wanna date yeah straight to nobu on the coast ooh shorty only like cocaine and whole foods yeah snappin all up on the gram ass going crazy woo now she wanna fuck me in the foreign goin 80  prechorus up in malibu uh malibu if you aint got a foreign then she laugh at you uh malibu uh malibu spending daddys money with a attitude  chorus roxanne roxanne roxanne roxanne all she wanna do is party all night all night yeah god damn god damn roxanne roxanne never gonna love me but its alright alright yeah she think im an asshole she think im a player she keep running back though only cause i pay up roxanne roxanne roxanne roxanne all she wanna do is party all night  ,0.082,0.68,0.238,0.9971
2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go ,2378752,  verse 1 i fell by the wayside like everyone else i hate you i hate you i hate you but i was just kidding myself our every moment i start to replace cause now that theyre gone all i hear are the words that i needed to say  prechorus when you hurt under the surface like troubled water running cold well time can heal but this wont  chorus so before you go was there something i couldve said to make your heart beat better if only id have known you had a storm to weather so before you go was there something i couldve said to make it all stop hurting it kills me how your mind can make you feel so worthless so before you go  verse 2 was never the right time whenever you called went little by little by little until there was nothing at all our every moment i start to replay but all i can think about is seeing that look on your face  prechorus when you hurt under the surface like troubled water running cold well time can heal but this wont  chorus so before you go was there something i couldve said to make your heart beat better if only id have known you had a storm to weather so before you go was there something i couldve said to make it all stop hurting it kills me how your mind can make you feel so worthless so before you go  bridge would we be better off by now if id have let my walls come down maybe i guess well never know you know you know  chorus before you go was there something i couldve said to make your heart beat better if only id have known you had a storm to weather so before you go was there something i couldve said to make it all stop hurting it kills me how your mind can make you feel so worthless so before you go  ,0.19,0.731,0.079,-0.9937
6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now ,2261502,  intro if you dont wanna see me  verse 1 did a full 180 crazy thinking bout the way i was did the heartbreak change me maybe but look at where i ended up im all good already so moved on its scary im not where you left me at all so  prechorus if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me  chorus dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now  verse 2 arent you the guy who tried to hurt me with the word goodbye though it took some time to survive you im better on the other side im all good already so moved on its scary im not where you left me at all so  prechorus if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me dont dont dont  chorus dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now bout me now bout me  bridge up up dont come out out out dont show up up up dont start now oh up up dont come out out im not where you left me at all so  prechorus if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me  chorus dont show up dont show up dont come out dont come out dont start caring about me now bout me now walk away walk away you know how you know how dont start caring about me now so  outro up up dont come out out out dont show up up up walk away walk away so up up dont come out out out dont show up up up walk away walk away oh  ,0.112,0.863,0.025,-0.9797
41L3O37CECZt3N7ziG2z7l,Justin Bieber,Yummy ,2075332,  chorus yeah you got that yummyyum that yummyyum that yummyyummy yeah you got that yummyyum that yummyyum that yummyyummy say the word on my way yeah babe yeah babe yeah babe any night any day say the word on my way yeah babe yeah babe yeah babe in the mornin or the late say the word on my way  verse 1 bona fide stallion aint in no stable no you stay on the run aint on the side youre number one yeah every time i come around you get it done you get it done  prechorus fiftyfifty love the way you split it hundred racks help me spend it babe light a match get litty babe that jet set watch the sunset kinda yeah yeah rollin eyes back in my head make my toes curl yeah yeah  chorus yeah you got that yummyyum that yummyyum that yummyyummy yeah you got that yummyyum that yummyyum that yummyyummy say the word on my way yeah babe yeah babe yeah babe any night any day say the word on my way yeah babe yeah babe yeah babe in the mornin or the late say the word on my way  verse 2 standin up keep me on the rise lost control of myself im compromised youre incriminating no disguise no disguise and you aint never runnin low on supplies  prechorus fiftyfifty love the way you split it hundred racks help me spend it babe light a match get litty babe that jet set watch the sunset kinda yeah yeah rollin eyes back in my head make my toes curl yeah yeah  chorus yeah you got that yummyyum that yummyyum that yummyyummy you stay flexin on me yeah you got that yummyyum yeah yeah that yummyyum that yummyyummy say the word on my way yeah babe yeah babe yeah babe yeah babe any night any day say the word on my way yeah babe yeah babe yeah babe yeah babe in the mornin or the late say the word on my way  bridge hop in the lambo im on my way drew house slippers on with a smile on my face im elated that you are my lady you got the yum yum yum yum you got the yum yumyum woah woahooh  chorus yeah you got that yummyyum that yummyyum that yummyyummy yeah you got that yummyyum that yummyyum that yummyyummy say the word on my way yeah babe yeah babe yeah babe yeah babe any night any day say the word on my way yeah babe yeah babe yeah babe yeah babe in the mornin or the late say the word on my way  ,0.015,0.752,0.232,0.9981
3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted ,1967390,  verse 1 i had a dream i got everything i wanted not what youd think and if im bein honest it mightve been a nightmare to anyone who might care thought i could fly fly so i stepped off the golden mm nobody cried cried cried cried cried nobody even noticed i saw them standing right there kinda thought they might care might care might care  prechorus i had a dream i got everything i wanted but when i wake up i see you with me  chorus and you say as long as im here no one can hurt you dont wanna lie here but you can learn to if i could change the way that you see yourself you wouldnt wonder why you hear they dont deserve you  verse 2 i tried to scream but my head was underwater they called me weak like im not just somebodys daughter coulda been a nightmare but it felt like they were right there and it feels like yesterday was a year ago but i dont wanna let anybody know cause everybody wants something from me now and i dont wanna let em down  prechorus i had a dream i got everything i wanted but when i wake up i see you with me  chorus and you say as long as im here no one can hurt you dont wanna lie here but you can learn to if i could change the way that you see yourself you wouldnt wonder why you hear they dont deserve you  outro if i knew it all then would i do it again would i do it again if they knew what they said would go straight to my head what would they say instead if i knew it all then would i do it again would i do it again if they knew what they said would go straight to my head what would they say instead  ,0.071,0.837,0.092,0.6767
0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box ,1863166,  chorus pullin out the coupe at the lot told em fuck 12 fuck swat bustin all the bales out the box i just hit a lick with the box had to put the stick in a box mmh pour up the whole damn seal ima get lazy i got the mojo deals we been trappin like the 80s she sucked a nigga soul got the cash app told em wipe a nigga nose say slatt slatt i wont never sell my soul and i can back that and i really wanna know where you at at  verse 1 i was out back where the stash at cruise the city in a bulletproof cadillac skrrt cause i know these niggas after where the bag at yeah gotta move smarter gotta move harder nigga try to get me for my water ill lay his ass down on my son on my daughter i had the draco with me dwayne carter lotta niggas out here playin aint ballin i done put my whole arm in the rim vince carter yeah and i know probably get a key for the quarter shawty barely seen in double cs i bought em got a bitch thats looking like aaliyah she a model i got the pink slip all my whips is keyless compton im about to get the key to the city patek like the sea forgive me  chorus pullin out the coupe at the lot told em fuck 12 fuck swat bustin all the bales out the box i just hit a lick with the box had to put the stick in a box mmh pour up the whole damn seal ima get lazy i got the mojo deals we been trappin like the 80s she sucked a nigga soul got the cash app told em wipe a nigga nose say slatt slatt i wont never sell my soul and i can back that and i really wanna know where you at at hah  verse 2 hahaha i been movin em out if steelo with me then he got the blues in the pouch yeah took her to the forest put the wood in her mouth bitch dont wear no shoes in my house the private im flyin in i never wan fly again ill take my chances in traffic yeah she suckin on dick no hands with it i just made the rollie plain like a landing strip im a 2020 president candidate i done put a hundred bands on zimmerman shit i been movin real gangster so thats why she picked a crip shawty call me crisco cause i pop my shit got it out the mud theres nothin you can tell me yeah when i had the drugs i was street wealthy yeah  chorus pullin out the coupe at the lot told em fuck 12 fuck swat bustin all the bales out the box i just hit a lick with the box had to put the stick in a box mmh pour up the whole damn seal ima get lazy i got the mojo deals we been trappin like the 80s she sucked a nigga soul got the cash app told em wipe a nigga nose say slatt slatt i wont never sell my soul and i can back that and i really wanna know where you at at  ,0.125,0.813,0.063,-0.9905
3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You ,1786873,  verse 1 harry styles walk in your rainbow paradise paradise strawberry lipstick state of mind state of mind i get so lost inside your eyes would you believe it  prechorus harry styles you dont have to say you love me you dont have to say nothing you dont have to say youre mine  chorus harry styles honey ahahah id walk through fire for you just let me adore you oh honey ahahah id walk through fire for you just let me adore you like its the only thing ill ever do like its the only thing ill ever do  verse 2 harry styles youre wonder under summer sky summer sky brown skin and lemon over ice would you believe it  prechorus harry styles you dont have to say you love me i just wanna tell you somethin lately youve been on my mind  chorus harry styles honey ahahah id walk through fire for you just let me adore you oh honey ahahah id walk through fire for you just let me adore you like its the only thing ill ever do like its the only thing ill ever do  bridge amy allen its the only thing ill ever do its the only thing ill ever do its the only thing ill ever do its the only thing ill ever do its the only thing ill ever do its the only thing ill ever do its the only thing ill ever do its the only thing ill ever do  chorus harry styles  amy allen id walk through fire for you just let me adore you oh honey ahahah id walk through fire for you just let me adore you like its the only thing ill ever do ahahah its the only thing ill ever do its the only thing ill ever do id walk through fire for you its the only thing ill ever do just let me adore you oh honey ahahah oh honey its the only thing ill ever do its the only thing ill ever do id walk through fire for you its the only thing ill ever do just let me adore you its the only thing ill ever do  outro harry styles ooh ooh oh honey ooh ooh just let me adore you like its the only thing ill ever do  ,0.051,0.812,0.138,0.9913
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,1731460,  verse 1 im going under and this time i fear theres no one to save me this all or nothing really got a way of driving me crazy i need somebody to heal somebody to know somebody to have somebody to hold its easy to say but its never the same i guess i kinda liked the way you numbed all the pain  chorus now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved  verse 2 im going under and this time i fear theres no one to turn to this all or nothing way of loving got me sleeping without you now i need somebody to know somebody to heal somebody to have just to know how it feels its easy to say but its never the same i guess i kinda like the way you help me escape  chorus now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved  bridge and i tend to close my eyes when it hurts sometimes i fall into your arms ill be safe in your sound till i come back around  chorus for now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved but now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved  ,0.076,0.787,0.138,0.9788
