Artist,title,streams,lyrics,neg,neu,pos,compound
Billie Eilish,bad guy ,43659589,  Verse 1 White shirt now red my bloody nose Sleepin youre on your tippy toes Creepin around like no one knows Think youre so criminal Bruises on both my knees for you Dont say thank you or please I do what I want when Im wanting to My soul So cynical  Chorus So youre a tough guy Like it really rough guy Just cant get enough guy Chest always so puffed guy Im that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type Im the bad guy Duh  PostChorus Im the bad guy  Verse 2 I like it when you take control Even if you know that you dont Own me Ill let you play the role Ill be your animal My mommy likes to sing along with me But she wont sing this song If she reads all the lyrics Shell pity the men I know  Chorus So youre a tough guy Like it really rough guy Just cant get enough guy Chest always so puffed guy Im that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type Im the bad guy Duh  PostChorus Im the bad guy duh Im only good at bein bad bad  Bridge I like when you get mad I guess Im pretty glad that youre alone You said shes scared of me I mean I dont see what she sees But maybe its cause Im wearing your cologne  Outro Im a bad guy Im Im a bad guy Bad guy bad guy Im a bad  ,0.262,0.646,0.092,-0.9954
Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix ,36616698,  Intro Billy Ray Cyrus Oh ohoh Oh  Refrain Billy Ray Cyrus Yeah Im gonna take my horse to the old town road Im gonna ride til I cant no more Im gonna take my horse to the old town road Im gonna ride til I cant no more Kio Kio  Verse 1 Lil Nas X I got the horses in the back Horse tack is attached Hat is matte black Got the boots thats black to match Ridin on a horse ha You can whip your Porsche I been in the valley You aint been up off that porch now  Chorus Lil Nas X Cant nobody tell me nothin You cant tell me nothin Cant nobody tell me nothin You cant tell me nothin  Verse 2 Lil Nas X Ridin on a tractor Lean all in my bladder Cheated on my baby You can go and ask her My life is a movie Bull ridin and boobies Cowboy hat from Gucci Wrangler on my booty  Chorus Lil Nas X Cant nobody tell me nothin You cant tell me nothin Cant nobody tell me nothin You cant tell me nothin  Refrain Lil Nas X Yeah Im gonna take my horse to the old town road Im gonna ride til I cant no more Im gonna take my horse to the old town road Im gonna ride til I cant no more  Verse 3 Billy Ray Cyrus Hat down cross town livin like a rockstar Spent a lot of money on my brand new guitar Babys got a habit diamond rings and Fendi sports bras Ridin down Rodeo in my Maserati sports car Got no stress Ive been through all that Im like a Marlboro Man so I kick on back Wish I could roll on back to that old town road I wanna ride til I cant no more  Outro Lil Nas X  Billy Ray Cyrus Yeah Im gonna take my horse to the old town road Im gonna ride til I cant no more Im gonna take my horse to the old town road Im gonna ride til I cant no more  ,0.017,0.886,0.097,0.9643
BTS,Boy With Luv (feat. Halsey) ,31340590,  방탄소년단 작은 것들을 위한 시 가사  Intro 워워워워워 워워워워워 워워워워워 워워워워워  Verse 1 Jimin 모든 게 궁금해 hows your day Oh tell me Oh yeah oh yeah ah yeah ah yeah 뭐가 널 행복하게 하는지 Oh text me Oh yeah oh yeah oh yeah oh yeah  Verse 2 V Jin Your every picture 내 머리맡에 두고 싶어 oh oh bae Come be my teacher 네 모든 걸 다 가르쳐줘 Your one your two  PreChorus Jungkook Jimin Listen my my baby 나는 저 하늘을 높이 날고 있어 그때 니가 내게 줬던 두 날개로 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin me a boy with love  Chorus Halsey Jungkook Jimin Oh my my my Uh oh my my my Ive waited all my life 네 전부를 함께하고 싶어 Oh my my my Yeah oh my my my Looking for something right 이제 조금은 나 알겠어  PostChorus Halsey 워워워워워 I want something stronger I want it 워워워워워 Than a moment than a moment love 워워워워워 I have waited longer 워워워워워 For a boy with for a boy with love  Verse 3 Suga 널 알게 된 이후 ya Oh 내 삶은 온통 너 ya Ya ya 사소한 게 사소하지 않게 만들어버린 너라는 별 Alright 하나부터 열까지 ayy ayy 모든 게 특별하지 ayy ayy 너의 관심사 걸음걸이 말투와 사소한 작은 습관들까지 ayy  Verse 4 JHope Jungkook Hope world 다 말하지 너무 작던 내가 영웅이 된 거라고 Oh no 난 말하지 운명 따윈 처음부터 내 게 아니었다고 Oh no 세계의 평화 No way 거대한 질서 No way 그저 널 지킬 거야 난 Boy with love  PreChorus V RM Jin Listen my my baby 나는 저 하늘을 높이 날고 있어 그때 니가 내게 줬던 두 날개로 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin me a boy with love  Chorus Halsey Jungkook Jimin Oh my my my Uh oh my my my You got me high so fast 네 전부를 함께하고 싶어 Oh my my my oh my my my You got me fly so fast 이제 조금은 나 알겠어  PostChorus V Halsey Jin 워워워워워 Love is nothing stronger I want it 워워워워워 Than a boy with Than a boy with love 워워워워워 Love is nothing stronger 워워워워워 Than a boy with Than a boy with love  Bridge RM Halsey 툭 까놓고 말할게 나도 모르게 힘이 들어가기도 했어 높아버린 sky 커져버린 hall 때론 도망치게 해달라며 기도했어 But 너의 상처는 나의 상처 깨달았을 때 나 다짐했던걸 Yeah 니가 준 이카루스의 날개로 Uh 태양이 아닌 너에게로 Let me fly  Chorus Halsey Jungkook V Oh my my my oh my my my Ive waited all my life All my life 네 전부를 함께하고 싶어 Oh my my my oh my my my Oh oh Looking for something right Right 이제 조금은 나 알겠어  PostChorus Halsey Jimin Jungkook 워워워워워 I want something stronger I want it 워워워워워 Than a moment than a moment love Momoment love 워워워워워 Love is nothing stronger Ooh ooh oh yeah 워워워워워 Than a boy with Than a boy with love  ,0.0,0.834,0.166,0.9975
Lil Nas X,Old Town Road ,30080138,  Intro Yeah Im gonna take my horse to the old town road Im gonna ride til I cant no more Im gonna take my horse to the old town road Im gonna ride til I cant no more Kio Kio  Verse 1 I got the horses in the back Horse tack is attached Hat is matte black Got the boots thats black to match Ridin on a horse ha You can whip your Porsche I been in the valley You aint been up off that porch now  Chorus Cant nobody tell me nothin You cant tell me nothin Cant nobody tell me nothin You cant tell me nothin  Verse 2 Ridin on a tractor Lean all in my bladder Cheated on my baby You can go and ask her My life is a movie Bull ridin and boobies Cowboy hat from Gucci Wrangler on my booty  Chorus Cant nobody tell me nothin You cant tell me nothin Cant nobody tell me nothin You cant tell me nothin  Outro Yeah Im gonna take my horse to the old town road Im gonna ride til I cant no more Im gonna take my horse to the old town road Im gonna ride til I cant no more I got the hor  ,0.016,0.915,0.069,0.7936
Avicii,SOS ,28587934,  Verse 1 Can you hear me SOS Help me put my mind to rest Two times clean again Im actin low A pound of weed and a bag of blow  Chorus I can feel your love pullin me up from the underground and I dont need my drugs we could be more than just parttime lovers I can feel your touch pickin me up from the underground and I dont need my drugs we could be more than just parttime lovers  Drop We could be more than just parttime lovers We could be more than just parttime lovers  Verse 2 I get robbed of all my sleep As my thoughts begin to bleed Id let go but I dont know how Yeah I dont know how but I need you now  Chorus I can feel your love pullin me up from the underground and I dont need my drugs we could be more than just parttime lovers I can feel your touch pickin me up from the underground and I dont need my drugs we could be more than just parttime lovers I can feel your touch pickin me up from the underground and I dont need my drugs we could be more than just parttime lovers  Drop We could be We could be more than just parttime lovers Parttime lovers yeah More than more than lovers We could be more than just parttime lovers  Outro Can you hear me SOS Help me put my mind to rest  ,0.014,0.793,0.193,0.9941
Daddy Yankee,Con Calma ,26186933,  Verse 1 Can you hear me SOS Help me put my mind to rest Two times clean again Im actin low A pound of weed and a bag of blow  Chorus I can feel your love pullin me up from the underground and I dont need my drugs we could be more than just parttime lovers I can feel your touch pickin me up from the underground and I dont need my drugs we could be more than just parttime lovers  Drop We could be more than just parttime lovers We could be more than just parttime lovers  Verse 2 I get robbed of all my sleep As my thoughts begin to bleed Id let go but I dont know how Yeah I dont know how but I need you now  Chorus I can feel your love pullin me up from the underground and I dont need my drugs we could be more than just parttime lovers I can feel your touch pickin me up from the underground and I dont need my drugs we could be more than just parttime lovers I can feel your touch pickin me up from the underground and I dont need my drugs we could be more than just parttime lovers  Drop We could be We could be more than just parttime lovers Parttime lovers yeah More than more than lovers We could be more than just parttime lovers  Outro Can you hear me SOS Help me put my mind to rest  ,0.033,0.872,0.095,0.9887
Ariana Grande,7 rings ,23499798,  Verse 1 Yeah breakfast at Tiffanys and bottles of bubbles Girls with tattoos who like getting in trouble Lashes and diamonds ATM machines Buy myself all of my favorite things Yeah Been through some bad shit I should be a sad bitch Who woulda thought itd turn me to a savage Rather be tied up with calls and not strings Write my own checks like I write what I sing yeah Yeah  PreChorus My wrist stop watchin my neck is flossy Make big deposits my gloss is poppin You like my hair Gee thanks just bought it I see it I like it I want it I got it Yeah  Chorus I want it I got it I want it I got it I want it I got it I want it I got it You like my hair Gee thanks just bought it I see it I like it I want it I got it Yep  Verse 2 Wearing a ring but aint gon be no Mrs Bought matching diamonds for six of my bitches Id rather spoil all my friends with my riches Think retail therapy my new addiction Whoever said money cant solve your problems Must not have had enough money to solve em They say Which one I say Nah I want all of em Happiness is the same price as redbottoms  PreChorus My smile is beamin Yeah my skin is gleamin Is gleamin The way it shine I know youve seen it Youve seen it I bought a crib just for Just for the closet Closet Both his and hers I want it I got it yeah  Chorus I want it I got it I want it I got it I want it I got it I want it I got it Baby You like my hair Gee thanks just bought it Oh yeah I see it I like it I want it I got it Yep  Verse 3 Yeah my receipts be lookin like phone numbers If it aint money then wrong number Black card is my business card The way it be settin the tone for me I dont mean to brag but I be like Put it in the bag yeah When you see them racks they stacked up like my ass yeah Shoot go from the store to the booth Make it all back in one loop gimme the loot Never mind I got the juice Nothing but net when we shoot Look at my neck look at my jet Aint got enough money to pay me respect Aint no budget when Im on the set If I like it then thats what I get yeah  Chorus I want it I got it I want it I got it Oh yeah I want it I got it I want it I got it Oh yeah yeah You like my hair Gee thanks just bought it I see it I like it I want it I got it I see yep  ,0.065,0.695,0.24,0.9973
Jonas Brothers,Sucker ,22277734,  Verse 1 Nick Jonas We go together Better than birds of a feather you and me We change the weather yeah Im feelin heat in December when youre round me  PreChorus Joe Jonas Joe Jonas  Nick Jonas Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you yeah  Verse 2 Nick Jonas Dont complicate it Yeah Cause I know you and you know everything about me I cant remember Yeah all of the nights I dont remember when youre round me Oh yeah yeah  PreChorus Joe Jonas Joe Jonas  Nick Jonas Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you yeah Uh  PreChorus Joe Jonas Joe Jonas  Nick Jonas Im a sucker for you Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you yeah Say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you Uh Im a sucker for you  ,0.135,0.793,0.072,-0.988
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,22018965,  Verse 1 Nick Jonas We go together Better than birds of a feather you and me We change the weather yeah Im feelin heat in December when youre round me  PreChorus Joe Jonas Joe Jonas  Nick Jonas Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you yeah  Verse 2 Nick Jonas Dont complicate it Yeah Cause I know you and you know everything about me I cant remember Yeah all of the nights I dont remember when youre round me Oh yeah yeah  PreChorus Joe Jonas Joe Jonas  Nick Jonas Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you yeah Uh  PreChorus Joe Jonas Joe Jonas  Nick Jonas Im a sucker for you Ive been dancin on top of cars and stumblin out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Chorus Nick Jonas Nick Jonas  Joe Jonas Im a sucker for you yeah Say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me Im a sucker for all the subliminal things No one knows about you About you about you About you And youre makin the typical me break my typical rules Its true Im a sucker for you Uh Im a sucker for you  ,0.135,0.793,0.072,-0.988
Billie Eilish,bury a friend ,19724627,  Intro Mehki Raine Billie  Chorus Billie Eilish What do you want from me Why dont you run from me What are you wondering What do you know Why arent you scared of me Why do you care for me When we all fall asleep where do we go  Verse 1 Billie Eilish  Mehki Raine Come here Say it spit it out what is it exactly Youre payin Is the amount cleanin you out Am I satisfactory Today Im thinkin about the things that are deadly The way Im drinkin you down Like I wanna drown like I wanna end me  Refrain Billie Eilish Step on the glass staple your tongue Ahh Bury a friend try to wake up Ahahh Cannibal class killing the son Ahh Bury a friend I wanna end me  PreChorus Billie Eilish I wanna end me I wanna I wanna I wanna… end me I wanna I wanna I wanna…  Chorus Billie Eilish What do you want from me Why dont you run from me What are you wondering What do you know Why arent you scared of me Why do you care for me When we all fall asleep where do we go  Verse 2 Billie Eilish  Mehki Raine Listen Keep you in the dark what had you expected Me to make you my art and make you a star And get you connected Ill meet you in the park Ill be calm and collected But we knew right from the start that youd fall apart Cause Im too expensive Its probably somethin that shouldnt be said out loud Honestly I thought that I would be dead by now Wow Calling security keepin my head held down Bury the hatchet or bury a friend right now  Bridge Billie Eilish  Mehki Raine The debt I owe gotta sell my soul Cause I cant say no no I cant say no Then my limbs all froze and my eyes wont close And I cant say no I cant say no Careful  Refrain Billie Eilish Step on the glass staple your tongue Ahh Bury a friend try to wake up Ahahh Cannibal class killing the son Ahh Bury a friend I wanna end me  PreChorus Billie Eilish I wanna end me I wanna I wanna I wanna… end me I wanna I wanna I wanna…  Chorus Billie Eilish What do you want from me Why dont you run from me What are you wondering What do you know Why arent you scared of me Why do you care for me When we all fall asleep where do we go  ,0.046,0.815,0.138,0.9856
