Artist,title,streams,lyrics,neg,neu,pos,compound
Ava Max,Sweet but Psycho ,3147292,  Chorus Oh shes sweet but a psycho A little bit psycho At night shes screamin Immamama out my mind Oh shes hot but a psycho So left but shes right though At night shes screamin Immamama out my mind  Verse 1 Shell make you curse but she a blessing Shell rip your shirt within a second Youll be coming back back for seconds With your plate you just cant help it  PreChorus No no Youll play alooong let her lead you ooon Youll be saying No no Then saying Yes yes yes cause she messin with your head  Chorus Oh shes sweet but a psycho A little bit psycho At night shes screamin Immamama out my mind Oh shes hot but a psycho So left but shes right though At night shes screamin Immamama out my mind  PostChorus Grab a cop gun kinda crazy Shes poison but tasty Yeah people say Run dont walk away Cause shes sweet but a psycho A little bit psycho At night she screamin Immamama out my mind  Verse 2 See someone said Dont drink her potions Shell kiss your neck with no emotion When shes mean you know you love it She tastes so sweet dont sugarcoat it  PreChorus No no Youll play alooong let her lead you ooon Youll be saying No No no no no No Then saying Yes yes yes cause she messin with your head  Chorus Oh shes sweet but a psycho A little bit psycho At night shes screamin Immamama out my mind Oh shes hot but a psycho So left but shes right though At night shes screamin Immamama out my mind  PostChorus Grab a cop gun kinda crazy Shes poison but tasty Yeah people say Run dont walk away Cause shes sweet but a psycho A little bit psycho At night she screamin Immamama out my mind  Bridge Youre just like me youre out your mind I know its strange were both the crazy kind Youre tellin me that Im insane Boy dont pretend that you dont love the pain  Chorus Oh shes sweet but a psycho A little bit psycho At night shes screamin Immamama out my mind Oh shes hot but a psycho So left but shes right though At night shes screamin Immamama out my mind  PostChorus Grab a cop gun kinda crazy Shes poison but tasty Yeah people say Run dont walk away Cause shes sweet but a psycho A little bit psycho At night she screamin Immamama out my mind  ,0.142,0.691,0.167,0.9556
Ariana Grande,"thank u, next ",2602802,  Verse 1 Thought Id end up with Sean But he wasnt a match Wrote some songs about Ricky Now I listen and laugh Even almost got married And for Pete Im so thankful Wish I could say Thank you to Malcolm Cause he was an angel  PreChorus One taught me love One taught me patience And one taught me pain Now Im so amazing Say Ive loved and Ive lost But thats not what I see So look what I got Look what you taught me And for that I say  Chorus Thank you next Next Thank you next Next Thank you next Im so fuckin grateful for my ex Thank you next Next Thank you next Next Thank you next Next Im so fuckin—  Verse 2 Spend more time with my friends I aint worried bout nothin Plus I met someone else We havin better discussions I know they say I move on too fast But this one gon last Cause her name is Ari And Im so good with that So good with that  PreChorus She taught me love Love She taught me patience Patience How she handles pain Pain That shits amazing Yeah shes amazing Ive loved and Ive lost Yeah yeah But thats not what I see Yeah yeah Cause look what Ive found Yeah yeah Aint no need for searching and for that I say  Chorus Thank you next Thank you next Thank you next Thank you next Thank you next Thank you Im so fuckin grateful for my ex Thank you next Thank you next Thank you next Said thank you next Thank you next Next Im so fuckin grateful for my ex  PostChorus Thank you next Thank you next Thank you next Im so fuckin—  Bridge One day Ill walk down the aisle Holding hands with my mama Ill be thanking my dad Cause she grew from the drama Only wanna do it once real bad Gon make that shit last God forbid something happens Least this song is a smash Song is a smash  PreChorus Ive got so much love Love Got so much patience Patience And Ive learned from the pain Pain I turned out amazing Turned out amazing Say Ive loved and Ive lost Yeah yeah But thats not what I see Yeah yeah Cause look what Ive found Yeah yeah Aint no need for searching And for that I say  Chorus Thank you next Thank you next Thank you next Thank you next Thank you next Im so fuckin grateful for my ex Thank you next Thank you next Thank you next Said thank you next Thank you next Next Im so fuckin grateful for my ex  PostChorus Thank you next Thank you next Thank you next Yeah yee Thank you next Thank you next Thank you next Yeah yee  ,0.045,0.667,0.288,0.9991
Post Malone,Wow. ,2370657,  Verse 1 Said she tired of little money need a big boy Pull up 20 inch blades like Im Lil’ Troy Now its everybody flockin need a decoy Shawty mixing up the vodka with the LaCroix yeah GWagen GWagen GWagen GWagen All the housewives pullin’ up Up up I got a lot of toys 720S bumpin Fall Out Boy You was talkin shit in the beginning Mmmm Back when I was feelin more forgivin More forgivin I know it piss you off to see me winnin See me winnin See the igloo in my mouth when I be grinnin’ I be grinnin’ yeah  Chorus Hunnid bands in my pocket its on me Hunnid deep when I roll like the army Get more bottles these bottles are lonely It’s a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me On me Yeah your grandmama probably know me Know me Get more bottles these bottles are lonely It’s a moment when I show up got em sayin Wow Wow wow  Verse 2 Everywhere I go Hey Catch me on the block like Im Mutombo Wow 750 Lambo in the Utah snow Skrrt Trunk in the front like that shit Dumbo yeah Cut the roof off like a niptuck Pull up to the house with some big butts Turn the kitchen counter to a stripclub Yeah wow Me and Dre came for the When I got guap all of yall just appeared Wow Before I dropped Stoney none of yall really cared Cared Now they always say Congratulations to the kid Kid And this is not a 40 but Im pourin out this shit Yeah Used to have a lot but I got more now Yup Made another hit cause I got bored now Yup Always goin for it never punt fourth down Last call Hail Mary Prescott touchdown ayy  Chorus Hunnid bands in my pocket its on me On me Hunnid deep when I roll like the army Hey Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me Yeah yeah Yeah your grandmama probably know me Yeah yeah Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow  Outro Got em sayin Wow Ayy ayy wow Sayin Wow Wow Wow  ,0.07,0.834,0.096,0.8704
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,2319246,,none,none,none,none
Halsey,Without Me ,2200851,  Verse 1 Found you when your heart was broke I filled your cup until it overflowed Took it so far to keep you close Keep you close I was afraid to leave you on your own Ooh  PreChorus I said Id catch you if you fall Fall And if they laugh then fuck em all All And then I got you off your knees Put you right back on your feet Just so you could take advantage of me  Chorus Tell me hows it feel sittin up there Feelin so high but too far away to hold me You know Im the one who put you up there Name in the sky does it ever get lonely Thinkin you could live without me Thinkin you could live without me Baby Im the one who put you up there I dont know why Yeah I dont know why Thinkin you could live without me Live without me Baby Im the one who put you up there I dont know why I dont know why yeah yeah  Verse 2 Gave love bout a hundred tries Hundred tries Just runnin from the demons in your mind Then I took yours and made em mine Mine I didnt notice cause my love was blind  PreChorus Said Id catch you if you fall Fall And if they laugh then fuck em all All And then I got you off your knees Put you right back on your feet Just so you could take advantage of me  Chorus Tell me hows it feel sittin up there Feelin so high but too far away to hold me You know Im the one who put you up there Name in the sky does it ever get lonely Thinkin you could live without me Thinkin you could live without me Baby Im the one who put you up there I dont know why Yeah I dont know why Thinkin you could live without me Live without me Baby Im the one who put you up there I dont know why yeah  Bridge You dont have to say just what you did What you did I already know I know I had to go and find out from them Ohwoah So tell me hows it feel Ohwoah  Chorus Tell me hows it feel sittin up there Feelin so high but too far away to hold me You know Im the one who put you up there Name in the sky does it ever get lonely Thinkin you could live without me Thinkin you could live without me Baby Im the one who put you up there I dont know why Yeah I dont know why  ,0.063,0.888,0.049,-0.4809
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus) ,1732392,  Chorus Miley Cyrus This world can hurt you It cuts you deep and leaves a scar Things fall apart but nothing breaks like a heart And nothing breaks like a heart  Verse 1 Miley Cyrus I heard you on the phone last night We live and die by pretty lies You know it oh we both know it These silver bullet cigarettes This burning house theres nothing left Its smoking we both know it We got all night to fall in love But just like that we fall apart Were broken were broken  PreChorus Miley Cyrus Mmm well nothing nothing nothing gonna save us now  Chorus Miley Cyrus Well theres broken silence By thunder crashing in the dark Crash in the dark And this broken record Spin endless circles in the bar Spin round in the bar This world can hurt you It cuts you deep and leaves a scar Things fall apart but nothing breaks like a heart Mhmm and nothing breaks like a heart  Verse 2 Miley Cyrus Well leave each other cold as ice And high and dry the desert wind Is blowin is blowin Remember what you said to me We were drunk in love in Tennessee And I hold it we both know it  PreChorus Miley Cyrus Mmm that nothing nothing nothing gonna save us now Nothing nothing nothing gonna save us now  Chorus Miley Cyrus Well theres broken silence By thunder crashing in the dark Crash in the dark And this broken record Spin endless circles in the bar Spin round in the bar This world can hurt you It cuts you deep and leaves a scar Things fall apart but nothing breaks like a heart Mmm and nothing breaks like a heart Nothing breaks like a heart Mmm and nothing breaks like a heart  Bridge Miley Cyrus My heart my heart Well nothing nothing nothing gonna save us now My heart my heart Nothing nothing nothing gonna save us now  Chorus Miley Cyrus Well theres broken silence By thunder crashing in the dark Crash in the dark And this broken record Spin endless circles in the bar Spin round in the bar This world can hurt you It cuts you deep and leaves a scar Things fall apart but nothing breaks like a heart Mmm but nothing breaks like a heart But nothing breaks like a heart Mmm but nothing breaks like a heart  ,0.218,0.693,0.089,-0.996
Travis Scott,SICKO MODE ,1576937,  Part I  Intro Drake Astro yeah Sun is down freezin cold Thats how we already know winters here My dawg would probably do it for a Louis belt Thats just all he know he dont know nothin else I tried to show em yeah I tried to show em yeah yeah Yeah yeah yeah Goin on you with the pick and roll Young La Flame he in sicko mode  Part II  Verse 1 Travis Scott  The Notorious BIG Woo made this here with all the ice on in the booth At the gate outside when they pull up they get me loose Yeah Jump Out boys thats Nike boys hoppin out coupes This shit way too big when we pull up give me the loot Gimme the loot Was off the Remy had a Papoose Had to hit my old town to duck the news Two four hour lockdown we made no moves Now its 4 am and Im back up poppin with the crew I just landed in Chase B mixes pop like Jamba Juice Different colored chains think my jeweler really sellin fruits And they chokin man know the crackers wish it was a noose  Bridge Big Hawk  Swae Lee SomeSomeSomeSomeone said To win the retreat we all in too deep PlPlPlayin for keeps dont play us for weak Someone said To win the retreat we all in too deep PlPlPlayin for keeps dont play us for weak  Verse 2 Travis Scott  Uncle Luke Yeah this shit way too formal yall know I dont follow suit Stacey Dash most of these girls aint got a clue All of these hoes I made off records I produced I might take all my exes and put em all in a group Hit my eses I need the bootch Bout to turn this function to Bonnaroo Told her Hop in you comin too In the 305 bitches treat me like Im Uncle Luke Dont stop pop that pussy Had to slop the top off its just a roof uh She said Where we goin I said The moon We aint even make it to the room She thought it was the ocean its just the pool Now I got her open its just the Goose Who put this shit together Im the glue  Bridge Travis Scott Swae Lee  Big Hawk Someone said Shorty FaceTimed me out the blue Someone said PlPlayin for keeps Someone said motherfucker—someone said Dont play us for weak  Part III  Intro Travis Scott Drake  Lil Juice Yeah Astro yeah yeah Tay Keith fuck these niggas up Ayy ayy  Chorus Drake  Travis Scott Shes in love with who I am Back in high school I used to bus it to the dance Yeah Now I hit the FBO with duffels in my hands I did half a Xan 13 hours til I land Had me out like a light ayy yeah Like a light ayy yeah  Verse 3 Drake  Travis Scott Like a light ayy slept through the flight ayy Knocked for the night ayy 767 man this shit got double bedroom man I still got scores to settle man I crept down the block Down the block Made a right Yeah right Cut the lights Yeah what paid the price Yeah Niggas think its sweet Nah never its on sight Yeah what Nothin nice Yeah baguettes in my ice Aw man Jesus Christ Yeah checks over stripes Yeah Thats what I like Yeah thats what we like Yeah Lost my respect you not a threat When I shoot my shot that shit wetty like Im Sheck Bitch See the shots that I took Ayy wet like Im Book Ayy Wet like Im Lizzie I be spinnin Valley circle blocks til Im dizzy Yeah what Like where is he Yeah what No one seen him Yeah yeah Im tryna clean em Yeah  Chorus Drake  Travis Scott Shes in love with who I am Back in high school I used to bus it to the dance Now I hit the FBO with duffels in my hands Woo I did half a Xan 13 hours til I land Had me out like a light Like a light Like a light Like a light Like a light Like a light Like a light  Verse 4 Travis Scott Yeah passed the dawgs a celly Sendin texts aint sendin kites yeah He said Keep that on lock I say You know this shit its stife yeah Its absolute yeah Yeah Im back reboot Its lit LaFerrari to Jamba Juice yeah Skrrt skrrt We back on the road they jumpin off no parachute yeah Shawty in the back She said she workin on her glutes yeah Oh my God Aint by the book yeah this how it look yeah Bout a check yeah Check just check the foots yeah Pass this to my daughter Ima show her what it took Yeah Baby mama cover Forbes got these other bitches shook Yeah  ,0.084,0.757,0.159,0.9949
Headie One,18HUNNA (feat. Dave) ,1495022,  Intro Headie One 18 hunna for the new rusty Four and a half in the bando profit ohso lovely 169  Chorus Headie One 18 hunna for the new rusty Man grab it and kick it like rugby I was in the T house head back dusty Still waking up to nudes in country Four and a half in the bando Profit oh so lovely My little bro shitted out the pack and flushed it Tell me how he could be so clumsy These bad Bs coming to the niz They dont really love me but they love me From qway been doing up upsy Yeah I swear man done more sales than Gumtree If I get me that drop it wont be nuttin like Humptys Backdoor bus watch me get dumpy These opps cant never get comfy  Verse 1 Headie One Heart of a lion Skenged up for the field Cah I might buck me a python Snakes in the grass I dont know whos preeing on my ting Still gotta keep money on my mindset Losing weight all last year And I aint ever been on no diet Shhshh got shh all bait All now gang gotta keep that one quiet Half asleep last night I done a night shift I couldnt even count those tenners and fivers I was fifteen stepping stressing out cab drivers Skengs in the wiz no licence I know full well where the 9 is You cant talk about riding  Chorus Headie One 18 hunna for the new rusty Man grab it and kick it like rugby I was in the T house head back dusty Still waking up to nudes in country Four and a half in the bando Profit oh so lovely My little bro shitted out the pack and flushed it Tell me how he could be so clumsy These bad Bs coming to the niz They dont really love me but they love me From qway been doing up upsy Yeah I swear man done more sales than Gumtree If I get me that drop it wont be nuttin like Humptys Backdoor bus we could get dumpy These opps cant never get comfy  Verse 2 Dave Look No composure still flip like Motorolas Diss me Then Im phoning bro up Hop into the oldest motor My west ting want to leave me But I told her I need three weeks notice Dont listen to them theyre loafers We got beef with them mans olders Olders hocus pocus Eyes all rolling back Gotta tap that face like babes stay focused We aint ever had no You see most of my Gs got birded Thats why Ive still gotta watch for the vultures Somalis I roll with So its akhi on the side like salt fish Literally Mans been tryna make history But my little nigga in the ends And hes still tryna turn man history Ive got twins in Leicester Both tryna say that theyre into me But they aint getting no ring from me Thats Pot Noodles and Indomie So man just put dick in her belly That girl got a big back like tellys In twodouble0 five mans not ready My Somali called Ali not Dele That girl wasnt worthy of the bedroom My brudda she got touched on the settee Man came in heavy You know what it is its Dave and Headie  Chorus Headie One 18 hunna for the new rusty Man grab it and kick it like rugby I was in the T house head back dusty Still waking up to nudes in country Four and a half in the bando Profit oh so lovely My little bro shitted out the pack and flushed it Tell me how he could be so clumsy These bad Bs coming to the niz They dont really love me but they love me From qway been doing up upsy Yeah I swear man done more sales than Gumtree If I get me that drop it wont be nuttin like Humptys Backdoor bus we could get dumpy These opps cant never get comfy  Outro 169  ,0.137,0.768,0.095,-0.9864
Zara Larsson,Ruin My Life ,1425649,  Verse 1 I miss you pushing me close to the edge I miss you I wish I knew what I had when I left I miss you  PreChorus You set fire to my world couldnt handle the heat Now Im sleeping alone and Im starting to freeze Baby come bring me hell Let it rain over me Baby come back to me  Chorus I want you to ruin my life You to ruin my life yeah to ruin my life yeah I want you to fuck up my nights yeah Fuck up my nights yeah all of my nights yeah I want you to bring it all on If you make it all wrong then Ill make it all right yeah I want you to ruin my life Yeah to ruin my life yeah to ruin my life I want you to ruin my life You to ruin my life yeah to ruin my life yeah I want you to fuck up my nights yeah Fuck up my nights yeah all of my nights yeah I want you to bring it all on If you make it all wrong then Ill make it all right yeah I want you to ruin my life Yeah to ruin my life yeah to ruin my life  Verse 2 I miss you more than I thought that I could I miss you I know you missin me too like you should I miss you  PreChorus You set fire to my world couldnt handle the heat Now Im sleeping alone and Im starting to freeze Baby come bring me hell Let it rain over me Baby come back to me Baby come back to me  Chorus I want you to ruin my life You to ruin my life yeah to ruin my life yeah I want you to fuck up my nights yeah Fuck up my nights yeah all of my nights yeah I want you to bring it all on If you make it all wrong then Ill make it all right yeah I want you to ruin my life Yeah to ruin my life yeah to ruin my life I want you to ruin my life You to ruin my life yeah to ruin my life yeah I want you to fuck up my nights yeah Fuck up my nights yeah all of my nights yeah I want you to bring it all on If you make it all wrong then Ill make it all right yeah I want you to ruin my life Yeah to ruin my life yeah to ruin my life  Bridge I miss you I miss you Youoohooh I wish you I wish you Youoohooh Would come back to come back to me Come back to me come back to me  Chorus I want you to ruin my life You to ruin my life yeah to ruin my life yeah  Ruin my life yeah I want you to fuck up my nights yeah Fuck up my nights yeah all of my nights yeah All nights all nights I want you to bring it all on If you make it all wrong then Ill make it all right yeah Make it all right I want you to ruin my life Yeah to ruin my life yeah to ruin my life I want you to ruin my life You to ruin my life yeah to ruin my life yeah  Ruin my life I want you to fuck up my nights yeah Fuck up my nights yeah all of my nights yeah Oh I want you to bring it all on If you make it all wrong then Ill make it all right yeah I want you to ruin my life Yeah to ruin my life yeah to ruin my life  ,0.278,0.539,0.183,-0.999
Kodak Black,ZEZE ,1419926,  Intro DA got that dope  Chorus Travis Scott Ice water turned Atlantic Freeze Nightcrawlin in the Phantom Skrrt Skrrt Told them hoes that dont you panic Took an island Yeah flood the mansion Big water Dropped the roof more expansion Drive a coupe you can stand in Its lit See the bitches undercover In the sheets Im an ass and titty lover Big ass Guess we all made for each other Now that all the dawgs free Yeah yeah And we out in these streets Alright Can you do it can you pop it for me  Refrain Kodak Black Pull up in a Demon on God On God Lookin like I still do fraud Fraud Flyin private jet with the rod Rod This that Z shit this that Z shit This that Z shit Pull up in a Demon on God On God Lookin like I still do fraud Fraud Flyin private jet with the rod Rod This that Z shit this that Z shit This that Z shit  Verse 1 Offset Offset Blow the brains out the coupe Boom Police wanna talk but Im on mute Woowoo hey Ima bust her wrist down cause she cute Ice ice Fuck her on a yacht dive in a pool Yeah She an addict Addict addict for the lifestyle and the Patek Patek Big daddy have you ever felt Chanel fabrics Chanel I be drippin to death I need a casket Drippin And we got more stripes than the ref he foul TEC him Bow stripes In the middle of the field like David Beckham Field bowbow All my niggas locked up for real Im tryna help em Free free When I got a mil got me the chills dont know what happened Hoo chills Pop pills do what you feel Im on that zombie Hey hoo Im more like Gaddafi Im not no Gandhi Gaddafi hey Im more like Im David Goliath runnin Hey hey Niggas be clonin I find it funny Clone haha We from the Nawf straight out of the dungeon We from the Nawf hey I go in her mouth she cant tell me nothin Eghck eghck egchk 300 the watch is out of your budget Woo woo 300 Meanmuggin got me clutchin Yeah and this stick right out of Russia  Chorus Travis Scott Ice water turned Atlantic Freeze Nightcrawlin in the Phantom Skrrt skrrt Told them hoes that dont you panic Took an island Yeah flood the mansion Big water Dropped the roof more expansion Drive a coupe you can stand in Its lit Bitches undercover In the sheets Im an ass and titty lover Big ass Guess we all made for each other Now that all the dawgs free Yeah yeah And we out in these streets Alright Can you do it can you pop it for me  Refrain Kodak Black Pull up in a Demon on God On God Lookin like I still do fraud Fraud Flyin private jet with the rod Rod This that Z shit this that Z shit This that Z shit Pull up in a Demon on God On God Lookin like I still do fraud Fraud Flyin private jet with the rod Rod This that Z shit this that Z shit This that Z shit  Verse 2 Kodak Black In a Hellcat cause Im a hellraiser Selfmade I dont owe a nigga nann favor When you get that money nigga keep your heart Im slidin in a coupe aint got no key to start I got the fire on me in BET Awards When your well run dry you know you need me for it When I pull up in the Buick you know what Im doin If the police get behind me Im fleein and eludin Sleepin on the palette turned me to a savage Im a project baby now I stay in Calabasas Like I still serve fiends like Im still jackin I be sippin on lean tryna keep balance Hit that ZWalk Dickies with my Reeboks I dont say much I just let the heat talk Your jewelry water whip diamonds like rerock My lil baby ride the dick like a seesaw When I stepped up on the scene I was on a bean When I jumped up out the Beam I was in Celine Baby girl you just a fling that aint what I mean Money bustin out my jeans like I do the scheme  Refrain Kodak Black Pull up in a Demon on God On God Lookin like I still do fraud Fraud Flyin private jet with the rod Rod This that Z shit this that Z shit This that Z shit Pull up in a Demon on God On God Lookin like I still do fraud Fraud Flyin private jet with the rod Rod This that Z shit this that Z shit This that Z shit  Outro Uhhuh ha ohahoh Uhhuh ha ohahoh Uhhuh ha ohahoh Uhhuh ha ohahoh  ,0.123,0.744,0.133,-0.7654
