Artist,title,streams,lyrics,neg,neu,pos,compound
Roddy Ricch,The Box ,10092329,  Chorus Pullin out the coupe at the lot Told em fuck 12 fuck SWAT Bustin all the bales out the box I just hit a lick with the box Had to put the stick in a box mmh Pour up the whole damn seal Ima get lazy I got the mojo deals we been trappin like the 80s She sucked a nigga soul got the Cash App Told em wipe a nigga nose say slatt slatt I wont never sell my soul and I can back that And I really wanna know where you at at  Verse 1 I was out back where the stash at Cruise the city in a bulletproof Cadillac Skrrt Cause I know these niggas after where the bag at Yeah Gotta move smarter gotta move harder Nigga try to get me for my water Ill lay his ass down on my son on my daughter I had the Draco with me Dwayne Carter Lotta niggas out here playin aint ballin I done put my whole arm in the rim Vince Carter Yeah And I know probably get a key for the quarter Shawty barely seen in double Cs I bought em Got a bitch thats looking like Aaliyah she a model I got the pink slip all my whips is keyless Compton Im about to get the key to the city Patek like the sea forget it  Chorus Pullin out the coupe at the lot Told em fuck 12 fuck SWAT Bustin all the bales out the box I just hit a lick with the box Had to put the stick in a box mmh Pour up the whole damn seal Ima get lazy I got the mojo deals we been trappin like the 80s She sucked a nigga soul got the Cash App Told em wipe a nigga nose say slatt slatt I wont never sell my soul and I can back that And I really wanna know where you at at hah  Verse 2 Hahaha I been movin em out If Steelo with me then he got the blues in the pouch Yeah Took her to the forest put the wood in her mouth Bitch dont wear no shoes in my house The private Im flyin in I never wan fly again Ill take my chances in traffic Yeah She suckin on dick no hands with it I just made the Rollie plain like a landing strip Im a 2020 president candidate I done put a hundred bands on Zimmerman shit I been movin real gangster so thats why she picked a Crip Shawty call me Crisco cause I pop my shit Got it out the mud theres nothin you can tell me yeah When I had the drugs I was street wealthy yeah  Chorus Pullin out the coupe at the lot Told em fuck 12 fuck SWAT Bustin all the bales out the box I just hit a lick with the box Had to put the stick in a box mmh Pour up the whole damn seal Ima get lazy I got the mojo deals we been trappin like the 80s She sucked a nigga soul got the Cash App Told em wipe a nigga nose say slatt slatt I wont never sell my soul and I can back that And I really wanna know where you at at  ,0.128,0.813,0.059,-0.9917
Mariah Carey,All I Want for Christmas Is You ,9806687,  Intro I dont want a lot for Christmas There is just one thing I need I dont care about the presents Underneath the Christmas tree I just want you for my own More than you could ever know Make my wish come true All I want for Christmas is you yeah  Verse 1 I dont want a lot for Christmas There is just one thing I need And I Dont care about the presents Underneath the Christmas tree I dont need to hang my stocking There upon the fireplace Ah Santa Claus wont make me happy With a toy on Christmas Day  Chorus I just want you for my own Ooh More than you could ever know Ooh Make my wish come true All I want for Christmas is you You baby  Verse 2 Oh I wont ask for much this Christmas I wont even wish for snow And I Im just gonna keep on waiting Underneath the mistletoe I wont make a list and send it To the North Pole for Saint Nick Ah I wont even stay awake to Hear those magic reindeer click  Chorus Cause I just want you here tonight Ooh Holding on to me so tight Ooh What more can I do Oh baby all I want for Christmas is you You baby  Bridge Oh all the lights are shining So brightly everywhere So brightly baby And the sound of childrens Laughter fills the air Oh oh yeah And everyone is singing Oh yeah I hear those sleigh bells ringing Oh Santa wont you bring me the one I really need Yeah oh oh Wont you please bring my baby to me  Verse 3 Oh I dont want a lot for Christmas This is all Im asking for Ah I just wanna see my baby Standing right outside my door  Chorus Oh I just want you for my own Ooh More than you could ever know Ooh Make my wish come true Oh baby all I want for Christmas is you  Outro You baby All I want for Christmas is you baby You All I want for Christmas is you baby Ah oh ah oh All I want for Christmas is you baby You All I want for Christmas is you baby All I really want baby ooh All I want for Christmas is you baby All I want all I really want is you  ,0.086,0.837,0.077,0.923
Arizona Zervas,ROXANNE ,9691192,  Intro All for the Gram Bitches love the Gram Oh wait shit Brr brr Ayy yeah yeah yeah ayy Brr brr brr ayy Skrrt skrrt Ninety four dont need no brakes yeah  Chorus Roxanne Roxanne All she wanna do is party all night God damn Roxanne Never gonna love me but its alright She think Im an asshole she think Im a player She keep running back though only cause I pay up Roxanne Roxanne All she wanna do is party all night  Verse 1 Met her at a party in the hills yeah She just wanna do it for the thrill yeah Shorty drive a poodle with no top Top top But if I throw this money she gon drop ayy She dont wait in lines if its too long She dont drive the whip unless the roof off Only wanna call when the cash out Only take the pic when her ass out  PreChorus She from Malibu uh Malibu If you aint got a foreign then she laugh at you uh Malibu uh Malibu Spending daddys money with a attitude  Chorus Roxanne Roxanne Roxanne Roxanne All she wanna do is party all night God damn God damn Roxanne Roxanne Never gonna love me but its alright She think Im an asshole she think Im a player She keep running back though only cause I pay up Roxanne Roxanne Roxanne Roxanne All she wanna do is party all night  Interlude I just wanna have fun  Verse 2 In LA yeah got no brakes yeah Living fast Ricky Bobby shake and bake yeah See the chain Yeah issa lake yeah Swipe the Chase ooh now she wanna date yeah Straight to Nobu on the coast ooh Shorty only like cocaine and Whole Foods Yeah snappin all up on the Gram ass going crazy Woo Now she wanna fuck me in the foreign goin 80  PreChorus Up in Malibu uh Malibu If you aint got a foreign then she laugh at you uh Malibu uh Malibu Spending daddys money with a attitude  Chorus Roxanne Roxanne Roxanne Roxanne All she wanna do is party all night All night yeah God damn God damn Roxanne Roxanne Never gonna love me but its alright Alright yeah She think Im an asshole she think Im a player She keep running back though only cause I pay up Roxanne Roxanne Roxanne Roxanne All she wanna do is party all night  ,0.082,0.68,0.238,0.9971
Brenda Lee,Rockin' Around The Christmas Tree ,8624106,  Chorus Rockin around the Christmas tree At the Christmas party hop Mistletoe hung where you can see Evry couple tries to stop  Rockin around the Christmas tree Let the Christmas spirit ring Later well have some pumpkin pie And well do some caroling  Bridge You will get a sentimental feeling when you hear Voices singing Lets be jolly  Deck the halls with boughs of holly  Chorus Rockin around the Christmas tree Have a happy holiday Everyones dancing merrily In a new old fashioned way  Bridge You will get a sentimental feeling when you hear Voices singing Lets be jolly  Deck the halls with boughs of holly  Chorus Rockin around the Christmas tree Have a happy holiday Everyones dancing merrily In a new old fashioned way  ,0.015,0.717,0.268,0.9868
Bobby Helms,Jingle Bell Rock ,8361420,  Verse 1 Jingle bell jingle bell jingle bell rock Jingle bells swing and jingle bells ring Snowin and blowin up bushels of fun Now the jingle hop has begun  Verse 2 Jingle bell jingle bell jingle bell rock Jingle bells chime in jingle bell time Dancin and prancin in Jingle Bell Square In the frosty air  Bridge What a bright time its the right time To rock the night away Jingle bell time is a swell time To go glidin in a onehorse sleigh  Giddyup jingle horse pick up your feet Jingle around the clock Mix and amingle in the jinglin feet Thats the jingle bell rock  Verse 2 Jingle bell jingle bell jingle bell rock Jingle bells chime in jingle bell time Dancin and prancin in Jingle Bell Square In the frosty air  Bridge What a bright time its the right time To rock the night away Jingle bell time is a swell time To go glidin in a onehorse sleigh  Outro Giddyup jingle horse pick up your feet Jingle around the clock Mix and amingle in the jinglin feet Thats the jingle bell Thats the jingle bell Thats the jingle bell rock  ,0.0,0.953,0.047,0.8442
Lil Uzi Vert,Futsal Shuffle 2020 ,7959941,  Intro Lil Uzi Vert  Tyler The Creator Yo sing this shit are yall fuckin dumb Eternal Atake Gotta shoot two at her Yeah Gotta shoot two at her Woah Blue cheddar Yeah  PreChorus That girl she got with my clone One two three I told that lil girl that she gotta just do better Woah  Chorus Are you serious I swear my money get serious Okay all my checks I just be clearin it She suck my dick til she get delirious Wow Okay jump on the jet so Im Clearin it Woo Okay Port but Im not talking New Lets go Okay smoke that boy just like a cigarette If that boy try to make a false move uh Damn  Verse 1 Im on some whole other shit I got a whole nother rich Im on a new level I was fucking on your bitch She was ridin on my dick she aint need two pedals I swear these niggas they bitches I swear they all gonna snitch when my niggas go shoot at em Niggas they mad about this Niggas they mad about that but its only if you let em She save my name in her phone Only thing she save me under is probably that U letter Hello No I dont got provolone Only thing in my pocket is probably um some blue cheddar She tried to leave me alone Then she got right with my clone man I hope that she do better I know its blue cheese on me But when I got fifties on me I call that shit loose cheddar Hah Jeremy Scotts all on my feet I had a cougar with me so I call that girl Coretta Coretta I am the richest nigga in my city I can make it rain like no matter whats the weather Facts I know that girl she got swag But when it come to puttin it together she could do better I sent that girl a DM She aint answer me so you know that I gotta shoot two at her Yeah  PreChorus Lil Uzi Vert  Nardwuar Gotta shoot two at her Yeah Ayy gotta shoot two at her And you are Lil Uzi Vert lets go Ayy stay with the blue cheddar Woah That girl she got with my clone One two three lets go I told that lil girl that she gotta just do better  Chorus Are you serious I swear my money get serious Okay all my checks I just be clearin it She suck my dick til she get delirious Okay jump on the jet so Im Clearin it Okay Port but Im not talking New Woo Okay smoke that boy just like a cigarette If that boy try to make a false move Lil Uzi  Verse 2 They try to cut me down when they say Im too low woah uh Turn me up I said Turn me up I cannot hear my flow woah woah I aint never been no fool Do what I want Ima bend your rules Woah Ima take the dub Ima win I aint ever been no type that lose yeah Born like this I aint did no study Everything I got man I got it in a hurry If I love you better say that you love me And if I trust you better say that you trust me Talk bout the bag the mula the guap Im at the bank only time that Im runnin I said Im on the road no I cannot stop Im runnin through obstacles Im in a hurry Woah stop that Told a fuck nigga just drop that Yeah If you shoot first we gon pop back Margiela on me lil nigga thats not that What you got on Prada sweatsuit made of nylon See my righteous girl yeah she say Right on When I hit that girl right with the light on When I hit that girl oh  PreChorus Gotta shoot two at her Ayy gotta shoot two at her Woah Ayy stay with the blue cheddar Woah That girl she got with my clone One two three yeah yeah I told that lil girl that she gotta just do better  Chorus Are you serious I swear my money get serious Okay all my checks I just be clearin it She suck my dick til she get delirious Woah Okay jump on the jet so Im Clearin it Okay Port but Im not talking New Mhm Okay smoke that boy just like a cigarette If that boy try to make a false move Woah  Outro Nardwuar  Lil Uzi Vert Lil Uzi Vert dootdoodalootdoo dootdoo Thank you Lil Uzi Vert leaves You posed to be standin still right now Ready set go  ,0.167,0.685,0.148,-0.8899
Post Malone,Circles ,7519188,  Intro Oh oh oh Oh  oh oh Oh  oh oh oh oh  Verse 1 We couldnt turn around til we were upside down Ill be the bad guy now but know I aint too proud I  couldnt be there even when I tried You  dont believe it we do this every time  Chorus Seasons change and our love went cold Feed  the flame cause we cant let go Run away but were running in circles Run away run away I dare you to do something Im  waiting on you again so I dont take the blame Run away but were running in circles Run away run away run away  Verse 2 Let go I got a feeling that its time to let go I said so I knew that this was doomed from the getgo You thought that it was special special But it was just the sex though the sex though And I still hear the echoes The echoes I got a feeling that its time to let it go let it go  Chorus Seasons change and our love went cold Feed the flame cause we cant let go Run away but were running in circles Run away run away I dare you to do something Im waiting on you again so I dont take the blame Run away but were running in circles Run away run away run away  Bridge Maybe you dont understand what Im going through Its only me what you got to lose Make up your mind tell me what are you gonna do Its only me let it go  Chorus Seasons change and our love went cold Feed the flame cause we cant let go Run away but were running in circles Run away run away I dare you to do something Im waiting on you again so I dont take the blame Run away but were running in circles Run away run away run away  ,0.044,0.851,0.105,0.9686
Andy Williams,It's the Most Wonderful Time of the Year ,7373863,  Chorus Its the most wonderful time of the year With the kids jingle belling And everyone telling you be of good cheer Its the most wonderful time of the year  Verse 1 Its the haphappiest season of all With those holiday greetings And gay happy meetings when friends come to call Its the haphappiest season of all  PreChorus Therell be parties for hosting Marshmallows for toasting And caroling out in the snow Therell be scary ghost stories And tales of the glories Of Christmases long long ago  Chorus Its the most wonderful time of the year Therell be much mistletoeing And hearts will be glowing when loved ones are near Its the most wonderful time of the year  PreChorus Therell be parties for hosting Marshmallows for toasting And caroling out in the snow Therell be scary ghost stories And tales of the glories Of Christmases long long ago  Chorus Its the most wonderful time of the year Therell be much mistletoeing And hearts will be glowing when loved ones are near Its the most wonderful time Its the most wonderful time Its the most wonderful time Its the most wonderful time of the year  ,0.043,0.666,0.291,0.9964
Trevor Daniel,Falling ,7180944,  Intro Oh Ooh ooh  Chorus My last made me feel like I would never try again But when I saw you I felt something I never felt Come closer give you all my love If you treat me right baby Ill give you everything My last made me feel like I would never try again But when I saw you I felt something I never felt Come closer give you all my love If you treat me right baby Ill give you everything  Verse Talk to me I need to hear you need me like I need ya Fall for me I wanna know you feel how I feel for you love Before you baby I was numb drown out pain by pourin up Speedin fast on the run never wanna get caught up Now youre the one that Im callin Swore that Id never forget dont think Im just talkin I think I might go all in no exceptions girl I need ya  Bridge Think Im out of my mind cause I cant get enough Only one that I give my time cause I got eyes for ya Might make an exception for ya cause I been feelin ya Think I might be out of my mind I think that youre the one  Chorus My last made me feel like I would never try again But when I saw you I felt something I never felt Come closer give you all my love If you treat me right baby Ill give you everything My last made me feel like I would never try again But when I saw you I felt something I never felt Come closer give you all my love If you treat me right baby Ill give you everything  Outro Ill never give my all again Cause Im sick of falling down When I open up and give my trust They find a way to break it down Break down Tear me up inside When you break me down  ,0.048,0.809,0.143,0.9858
Juice WRLD,Bandit (with YoungBoy Never Broke Again) ,7070611,  Intro Juice WRLD Its funny the shit I put on this song ain’t gon sound nothin like the shit we was just doin’ Oh yeah I just want bad bitches Baddest them bitches is the baddest uh uh When I take the molly Im a savage Uh I say uh  Chorus Juice WRLD I dont need no molly to be savage uh When Im on that molly I feel savage uh uh She the definition of a bad bitch Stole her Im the definition of a bandit uh ayy I dont need no molly to be savage uh ayy But when Im on the molly I feel savage Ayy my girl the definition of a bad bitch Stole her heart Im the definition of a bandit  Verse 1 Juice WRLD Put the Percs down and picked up the jiggas jiggas jiggas Tommy in the fucking Tommy Hilfiger ’figer ’figer That Tommy hit a nigga Tommy Hilfiger fuck niggas Im nice when I’m high off the pills Ima fuck with her I dont smoke skunk but tonight Im getting stuck nigga Pour the codeine up and put some molly in the cup with it I know she a freak uhhuh she gon’ fuck with it She my velcro uhhuh guess Im stuck with her I dive in it like a sailor I love to nail her Addicted to her paraphernalia I had to tell her I see it like a fortune teller Your exnigga did good I could do better Bad bitch from the woods I think she a hunter She a killer and an eater she a Jeffrey Dahmer I can tell when she in her feelings I can read her like a book No TEC no Beretta FN on me am I understood Yeah yeah yeah  Chorus Juice WRLD I dont need no molly to be savage uh When Im on that molly I feel savage uh uh She the definition of a bad bitch Stole her Im the definition of a bandit uh ayy I dont need no molly to be savage uh ayy But when Im on the molly I feel savage Ayy my girl the definition of a bad bitch Stole her heart Im the definition of a bandit  Verse 2 YoungBoy Never Broke Again My brother point her out and she a bad bitch Im on her Must aint heard that Im a savage once I get a bitch I own her I see she got swag I got cash so I want her See this fourfive in my pants put on your ass push up on bruh Shawty she a rider with that glizzy on her With that glizzy on her And shawty Ima die there with no semi on me Semi on me If we got a problem we get rid of homie Yeah Put twenty thousand in your pocket we gon get the money Yeah Im the definition of a bandit Come on bruh Took your heart from out his hands and still aint saying shit Honest Some new killers in my circle you done ran with it Like this dirty 38 this bitchll damage Popping wheelies 4K Trey call when you land with it Pop pop pop I let you drive inside my bros where they be laying with it I work this bitch I open up a can with it Like fuck the stove I make it jump without my hand in it  Chorus Juice WRLD I dont need no molly to be savage uh When Im on that molly I feel savage uh uh She the definition of a bad bitch Stole her Im the definition of a bandit uh ayy I dont need no molly to be savage uh ayy But when Im on the molly I feel savage Ayy my girl the definition of a bad bitch Stole her heart Im the definition of a bandit  ,0.253,0.65,0.097,-0.9992
