trackId,Artist,title,streams,lyrics,neg,neu,pos,compound
3KkXRkHbMCARz0aVfEt68P,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse ,9324215,  intro swae lee ayy ayy ayy ayy ooh ooh ooh ooh ooh ooh ayy ayy ooh ooh ooh ooh  verse 1 swae lee needless to say i keep in check she was a badbad nevertheless yeah callin it quits now baby im a wreck wreck crash at my place baby youre a wreck wreck needless to say im keeping in check she was a badbad nevertheless callin it quits now baby im a wreck crash at my place baby youre a wreck thinkin in a bad way losin your grip screamin at my face baby dont trip someone took a big l dont know how that felt lookin at you sideways party on tilt oohooh some things you just cant refuse she wanna ride me like a cruise and im not tryna lose  chorus swae lee then youre left in the dust unless i stuck by ya youre a sunflower i think your love would be too much or youll be left in the dust unless i stuck by ya youre the sunflower youre the sunflower  verse 2 post malone every time im leavin on ya ooh you dont make it easy no no no wish i could be there for ya ooh give me a reason to oh oh every time im walkin out oh i can hear you tellin me to turn around oh oh fightin for my trust and you wont back down no even if we gotta risk it all right now oh now i know youre scared of the unknown known you dont wanna be alone alone i know i always come and go and go but its out of my control  chorus post malone and youll be left in the dust unless i stuck by ya youre the sunflower i think your love would be too much or youll be left in the dust unless i stuck by ya youre the sunflower youre the sunflower yeah  ,0.113,0.812,0.075,-0.8631
2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD ,9136781,  intro you good tminus  refrain niggas been countin me out i’m countin my bullets im loadin’ my clips im writin down names im makin a list im checkin it twice and im gettin’ ’em hit the real ones been dyin the fake ones is lit the game is off balance i’m back on my shit the bentley is dirty my sneakers is dirty but thats how i like it you all on my dick  verse 1 im all in my bag this hard as it get i do not snort powder i might take a sip i might hit the blunt but im liable to trip i ain’t poppin no pill but you do as you wish i roll with some fiends i love em to death i got a few mil but not all of them rich what good is the bread if my niggas is broke what good is first class if my niggas cant sit thats my next mission thats why i cant quit just like lebron get my niggas more chips just put the rollie right back on my wrist this watch came from drizzy he gave me a gift back when the rap game was prayin id diss they act like two legends cannot coexist but id never beef with a nigga for nothin if i smoke a rapper its gon be legit it wont be for clout it wont be for fame it wont be cause my shit aint sellin the same it wont be to sell you my latest lil sneakers it wont be cause some nigga slid in my lane everything grows its destined to change i love you lil niggas im glad that you came i hope that you scrape every dollar you can i hope you know money wont erase the pain to the ogs im thankin you now was watchin you when you was pavin the ground i copied your cadence i mirrored your style i studied the greats im the greatest right now fuck if you feel me you aint got a choice now i aint do no promo still made all that noise this year gon be different i set my intentions i promise to slap all that hate out your voice  refrain niggas been countin me out im countin my bullets im loadin my clips im writin down names im makin a list im checkin it twice and im gettin em hit the real ones been dyin the fake ones is lit the game is off balance im back on my shit the bentley is dirty my sneakers is dirty but thats how i like it you all on my dick  chorus i just poured somethin in my cup ive been wantin somethin i can feel promise i am never lettin up money in your palm dont make you real foot is on they neck i got em stuck ima give em somethin they can feel if it aint bout the squad dont give a fuck pistol in your hand dont make you real  verse 2 im dead in the middle of two generations im little bro and big bro all at once just left the lab with young 21 savage im bout to go and meet jigga for lunch had a long talk with the young nigga kodak reminded me of young niggas from ville straight out the projects no fakin just honest i wish that he had more guidance for real too many niggas in cycle of jail spending they birthdays inside of a cell we coming from a long bloodline of trauma we raised by our mamas lord we gotta heal we hurting our sisters the babies as well we killing our brothers they poisoned the well distorted selfimage we set up to fail ima make sure that the real gon prevail nigga  chorus i just poured somethin in my cup ive been wantin somethin i can feel promise i am never lettin up money in your palm dont make you real foot is on they neck i got em stuck ima give em somethin they can feel if it aint bout the squad dont give a fuck pistol in your hand dont make you real  outro money in your palm dont make you real pistol in your hand dont make you real money in your palm dont make you real  ,0.154,0.712,0.134,-0.9437
53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road ,9051438,  intro yeah im gonna take my horse to the old town road im gonna ride til i cant no more im gonna take my horse to the old town road im gonna ride til i cant no more kio kio  verse 1 i got the horses in the back horse tack is attached hat is matte black got the boots thats black to match ridin on a horse ha you can whip your porsche i been in the valley you aint been up off that porch now  chorus cant nobody tell me nothin you cant tell me nothin cant nobody tell me nothin you cant tell me nothin  verse 2 ridin on a tractor lean all in my bladder cheated on my baby you can go and ask her my life is a movie bull ridin and boobies cowboy hat from gucci wrangler on my booty  chorus cant nobody tell me nothin you cant tell me nothin cant nobody tell me nothin you cant tell me nothin  outro yeah im gonna take my horse to the old town road im gonna ride til i cant no more im gonna take my horse to the old town road im gonna ride til i cant no more i got the hor  ,0.016,0.915,0.069,0.7936
6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings ,8440177,  verse 1 yeah breakfast at tiffanys and bottles of bubbles girls with tattoos who like getting in trouble lashes and diamonds atm machines buy myself all of my favorite things yeah been through some bad shit i should be a sad bitch who woulda thought itd turn me to a savage rather be tied up with calls and not strings write my own checks like i write what i sing yeah yeah  prechorus my wrist stop watchin my neck is flossy make big deposits my gloss is poppin you like my hair gee thanks just bought it i see it i like it i want it i got it yeah  chorus i want it i got it i want it i got it i want it i got it i want it i got it you like my hair gee thanks just bought it i see it i like it i want it i got it yep  verse 2 wearing a ring but aint gon be no mrs bought matching diamonds for six of my bitches id rather spoil all my friends with my riches think retail therapy my new addiction whoever said money cant solve your problems must not have had enough money to solve em they say which one i say nah i want all of em happiness is the same price as redbottoms  prechorus my smile is beamin yeah my skin is gleamin is gleamin the way it shine i know youve seen it youve seen it i bought a crib just for just for the closet closet both his and hers i want it i got it yeah  chorus i want it i got it i want it i got it i want it i got it i want it i got it baby you like my hair gee thanks just bought it oh yeah i see it i like it i want it i got it yep  verse 3 yeah my receipts be lookin like phone numbers if it aint money then wrong number black card is my business card the way it be settin the tone for me i dont mean to brag but i be like put it in the bag yeah when you see them racks they stacked up like my ass yeah shoot go from the store to the booth make it all back in one loop gimme the loot never mind i got the juice nothing but net when we shoot look at my neck look at my jet aint got enough money to pay me respect aint no budget when im on the set if i like it then thats what i get yeah  chorus i want it i got it i want it i got it oh yeah i want it i got it i want it i got it oh yeah yeah you like my hair gee thanks just bought it i see it i like it i want it i got it i see yep  ,0.065,0.695,0.24,0.9973
7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder On My Mind ,8080564,  intro get to roll no ayy im in the studio bro oh nah yeah call me ball me yeah ill bet yeah im at the studio hold up though  verse 1 i aint get to roll no weed i aint get to roll no swishers i was locked up on christmas aint get to see my niggas aint get to hug my mama couldnt even give her no kisses cant even post on my instagram cause these pussy niggas be snitching everybody acting suspicious might probably say that im tripping when im all alone in my jail cell i tend to get in my feelings and all i smoke is that loud dont pass me no midget and ima smoke all of my pain away cause thats the only thing that gon heal it i dont understand these women who go around pretending as if they really fuck with me so i love em all from a distance cause the same bitch say she down to ride be the main one who tricking got molly mixed with promethazine cause every time  chorus i wake up in the morning i got murder on my mind ak47s mac11 glocks and nines and all these pussy niggas hating tryna knock me off my grind but i cant let em do it i got murder on my mind bitch i got murder on my mind bitch i got murder on my mind i got murder on my mind on my mind i got murder on my mind i got murder on my mind i got murder on my mind i got murder on my mind  verse 2 yellow tape around his body its a fucking homicide his face is on a tshirt and his family traumatized i didnt even mean to shoot him he just caught me by surprise i reloaded my pistol cocked it back and shot him twice his body dropped down to the floor and he got teardrops in his eyes he grabbed me by my hands and said he was afraid to die i told him its too late my friend its time to say goodbye and he died inside my arms blood all on my shirt  chorus wake up in the morning i got murder on my mind ak47s mac11 glocks and nines and all these pussy niggas hating tryna knock me off my grind but i cant let em do it i got murder on my mind bitch i got murder on my mind bitch i got murder on my mind i got murder on my mind on my mind i got murder on my mind i got murder on my mind i got murder on my mind i got murder on my mind  verse 3 bite like tarantula bitch im an animal mellys a savage no he not no amateur bad bitch named angela fucked her on camera bitch im a murderer yeah yeah i might just kill the boy dont wanna kill the boy bake him up say he want beef we gon grill the boy grill the boy we gonna grill the boy im bleeding so good i might dip his ass in it and spill the boy haha murder on my mind whoa whoa i got murder on my mind on my mind i got murder on my mind i got murder on my mind huh  chorus wake up in the morning i got murder on my mind ak47s mac11 glocks and nines and all these pussy niggas hating tryna knock me off my grind but i cant let em do it i got murder on my mind bitch i got murder on my mind i got murder on my mind i got murder on my mind i got murder on my mind i got murder on my mind murder on my mind  outro whoaohohoh young nigga world bitch whoaohohoh  ,0.315,0.64,0.045,-0.9997
6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow. ,7858458,  verse 1 said she tired of little money need a big boy pull up 20 inch blades like im lil’ troy now its everybody flockin need a decoy shawty mixing up the vodka with the lacroix yeah gwagen gwagen gwagen gwagen all the housewives pullin’ up up up i got a lot of toys 720s bumpin fall out boy you was talkin shit in the beginning mmmm back when i was feelin more forgivin more forgivin i know it piss you off to see me winnin see me winnin see the igloo in my mouth when i be grinnin’ i be grinnin’ yeah  chorus hunnid bands in my pocket its on me hunnid deep when i roll like the army get more bottles these bottles are lonely it’s a moment when i show up got em sayin wow wow wow hunnid bands in my pocket its on me on me yeah your grandmama probably know me know me get more bottles these bottles are lonely it’s a moment when i show up got em sayin wow wow wow  verse 2 everywhere i go hey catch me on the block like im mutombo wow 750 lambo in the utah snow skrrt trunk in the front like that shit dumbo yeah cut the roof off like a niptuck pull up to the house with some big butts turn the kitchen counter to a stripclub yeah wow me and dre came for the when i got guap all of yall just appeared wow before i dropped stoney none of yall really cared cared now they always say congratulations to the kid kid and this is not a 40 but im pourin out this shit yeah used to have a lot but i got more now yup made another hit cause i got bored now yup always goin for it never punt fourth down last call hail mary prescott touchdown ayy  chorus hunnid bands in my pocket its on me on me hunnid deep when i roll like the army hey get more bottles these bottles are lonely its a moment when i show up got em sayin wow wow wow hunnid bands in my pocket its on me yeah yeah yeah your grandmama probably know me yeah yeah get more bottles these bottles are lonely its a moment when i show up got em sayin wow  outro got em sayin wow ayy ayy wow sayin wow wow wow  ,0.07,0.834,0.096,0.8704
4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker ,7496195,  verse 1 nick jonas we go together better than birds of a feather you and me we change the weather yeah im feelin heat in december when youre round me  prechorus joe jonas joe jonas  nick jonas ive been dancin on top of cars and stumblin out of bars i follow you through the dark cant get enough youre the medicine and the pain the tattoo inside my brain and baby you know its obvious  chorus nick jonas nick jonas  joe jonas im a sucker for you you say the word and ill go anywhere blindly im a sucker for you yeah any road you take you know that youll find me im a sucker for all the subliminal things no one knows about you about you about you about you and youre makin the typical me break my typical rules its true im a sucker for you yeah  verse 2 nick jonas dont complicate it yeah cause i know you and you know everything about me i cant remember yeah all of the nights i dont remember when youre round me oh yeah yeah  prechorus joe jonas joe jonas  nick jonas ive been dancin on top of cars and stumblin out of bars i follow you through the dark cant get enough youre the medicine and the pain the tattoo inside my brain and baby you know its obvious  chorus nick jonas nick jonas  joe jonas im a sucker for you you say the word and ill go anywhere blindly im a sucker for you yeah any road you take you know that youll find me im a sucker for all the subliminal things no one knows about you about you about you about you and youre makin the typical me break my typical rules its true im a sucker for you yeah uh  prechorus joe jonas joe jonas  nick jonas im a sucker for you ive been dancin on top of cars and stumblin out of bars i follow you through the dark cant get enough youre the medicine and the pain the tattoo inside my brain and baby you know its obvious  chorus nick jonas nick jonas  joe jonas im a sucker for you yeah say the word and ill go anywhere blindly im a sucker for you yeah any road you take you know that youll find me im a sucker for all the subliminal things no one knows about you about you about you about you and youre makin the typical me break my typical rules its true im a sucker for you uh im a sucker for you  ,0.135,0.793,0.072,-0.988
2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad (feat. Drake) ,7184306,  intro drake  future yeah wheezy outta here jeez jeez  verse 1 drake back home smokin legal legal i got more slaps than the beatles beatles foreign shit runnin on diesel dawg playin with my name that shit is lethal dawg who you say you was don corleone trust me at the top it isnt lonely strapped everybody actin like they know me dawg dont just say youre down you gotta show me what you gotta do bring the clip back empty its empty you asked to see the boss so they sent me dawg sent me dawg i just broke her off with a 10piece dawg 10piece dawg that aint nothin im just bein friendly dawg  chorus drake its just a lil 10piece for her just to blow it in the mall doesnt mean that were involved i just what i just uh put a richard on the card i aint grow up playin ball but ill show you how the fuck you gotta do it if you really wanna ball til you fall when your back against the wall and a bunch of niggas need you to go away still goin bad on em anyway saw you last night but did it broad day  postchorus drake yeah lot of murakami in the hallway what got a sticky and i keep it at my dawgs place girl i left your love at magic now its all shade still goin bad on you anyway  interlude meek mill woah woah ooh woah woah woah ah  verse 2 meek mill i could fit like 80 racks in my amiris 80 racks me and drizzy backtoback its gettin scary backtoback if you fuckin with my opps just dont come near me get outta my way put some bands all on your head like jason terry brrt brrt ooh richard mille cost a lambo thats a lambo known to keep the baddest bitches on commando salute every time im in my trap i move like rambo extended aint a neighborhood in philly that i cant go thats a fendi for real she said oh you rich rich you rich rich bitch i graduated call me big fish marlin i got lori harvey on my wish list thats lori thats the only thing i want for christmas true story uh ive been had my way out here yeah know thats facts facts you aint livin that shit you say yeah we know thats cap thats cap you aint got to ask me when you see me know im strapped brrt dc ovo we back again we goin plat ooh ooh  chorus drake its just a lil 10piece for her just to blow it in the mall doesnt mean that were involved i just what i just uh put a richard on the card i aint grow up playin ball but ill show you how the fuck you gotta do it if you really wanna ball til you fall when your back against the wall and a bunch of niggas need you to go away still goin bad on em anyway saw you last night but did it broad day  outro future wheezy outta here  ,0.104,0.803,0.093,-0.9247
1wJRveJZLSb1rjhnUHQiv6,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine) ,7040451,  intro a boogie wit da hoodie  skooly uh yeah oh thats london on da track run that shit back we got london on da track  chorus a boogie wit da hoodie swervin’ how you look so perfect on your worst days double c your purses you deserve it niggas in your dm they be thirsty thirsty and in person but youre curvin curvy little body love your surface surface yeah i’m all on your body make you nervous i like the way you keep up with your earnings yeah its okay cause you swervin  verse 1 a boogie wit da hoodie i fuck you from the back and leave you turnin turnin the type to make you feel like im so worth it worth it blame my ex that bitch she did me dirty did me dirty had me fall in love and then she curved me on god swear to god i dont wanna leave you no new louboutin you would think i’m bleedin’ from my toes dick all inside of you make you freeze make you pose i want you to get up on your knees and your toes i see one of my enemies they gon freeze like they cold i swear i ain’t no killer but test me if you want you dont want my adrenaline rushin leave me alone leave me alone so much shit up on my mind i cant think yeah all my niggas rock designer like they scream grrat got the ap covered diamonds with baguettes yeah i thought everything was right that’s when you left yeah  chorus a boogie wit da hoodie swervin swervin how you look so perfect on your worst days worst days double c your purses you deserve it niggas in your dm they be thirsty thirsty and in person person but youre curvin curvy little body love your surface surface yeah im all on your body make you nervous i like the way you keep up with your earnings yeah its okay you be swervin  verse 2 6ix9ine where these bitches at im in the v with the tints got the fn on my body and the clip on hollow tips niggas say they gon rob me and they still aint do shit catch her waitin in the lobby ima give her this dick man where these niggas at man where these niggas at we gon pull up big bodies with the rugers in the back i got rugers and the macs pump leave a nigga flat talkin hot we spin the block we gon leave him where he at  verse 3 a boogie wit da hoodie like where these niggas at ayy where these niggas at ima pull up in the big body with the fuckin mac if the opps try to turn my song off run it back used to have the pack in my long johns now i rap  verse 4 6ix9ine if a nigga wanna act out got the mac out i aint got no fuckin backup thats a man down i aint got the fuckin forty knock his teeth out spin back with the ruger air the block out  chorus a boogie wit da hoodie swervin swervin how you look so perfect on your worst days worst days double c your purses you deserve it niggas in your dm they be thirsty thirsty and in person person but youre curvin curvy little body love your surface surface yeah im all on your body make you nervous i like the way you keep up with your earnings yeah its okay cause you swervin  outro a boogie wit da hoodie  skooly the way that i live my life is amazing back to back big bodies no more dreams yeah so much shit up on my mind i couldnt think yeah all my niggas rock designer like they scream yeah got the ap covered diamonds with baguettes yeah say my name in your song and its lit yeah been waiting for a nigga like this yeah we got london on da track  ,0.187,0.689,0.124,-0.9934
4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"break up with your girlfriend, i'm bored ",6628999,  verse 1 you got me some type of way hmm aint used to feelin this way mmmmmm i do not know what to say yeah yeah but i know i shouldnt think about it took one fuckin look at your face hmm now i wanna know how you taste mmmmmm usually dont give it away yeah yeah but you know im out here thinkin bout it  prechorus then i realize shes right there and im at home like damn this aint fair  chorus break up with your girlfriend girlfriend yeah yeah cause im bored you could hit it in the mornin mornin yeah yeah like its yours i know it aint right but i dont care care break up with your girlfriend girlfriend yeah yeah cause im bored  verse 2 this shit always happen to me yeah why cant we just play for keeps mmmmmm practically on my knees yeah yeah but i know i shouldnt think about it you know what youre doin to me youre singin my songs in the streets yeah yeah actin all innocent please when i know you out here thinkin bout it  prechorus then you realize shes right there yeah and youre at home like damn she cant compare  chorus break up with your girlfriend girlfriend yeah yeah cause im bored you could hit it in the mornin in the mornin yeah yeah like its yours i know it aint right but i dont care i dont care yee break up with your girlfriend with your girlfriend yeah yeah cause im bored  postchorus with your girlfriend girlfriend girlfriend girlfriend with your girlfriend with your girlfriend girlfriend girlfriend girlfriend  bridge you could say im hatin if you want to but i only hate on her cause i want you say im trippin if you feel like but you without me aint right aint right you could call me crazy cause i want you and i never even ever fuckin met you say im trippin and it aint right but you without me aint nice aint nice yeah  chorus break up with your girlfriend with your girlfriend yeah yeah cause im bored you could hit it in the mornin hit in the mornin yeah yeah yeah yeah yeah like its yours i know it aint right but i dont care care yeah break up with your girlfriend with your girlfriend yeah yeah cause im bored  postchorus with your girlfriend girlfriend girlfriend baby girlfriend with your girlfriend with your girlfriend girlfriend girlfriend girlfriend with your girlfriend  ,0.079,0.757,0.164,0.9802
