trackId,Artist,title,streams,lyrics,neg,neu,pos,compound
1rgnBhdG2JDFTbYkYRZAku,Tones and I,Dance Monkey ,2388026,  verse 1 they say oh my god i see the way you shine take your hands my dear and place them both in mine you know you stopped me dead while i was passing by and now i beg to see you dance just one more time  prechorus ooh i see you see you see you every time and oh my i i like your style you you make me make me make me wanna cry and now i beg to see you dance just one more time  chorus so they say dance for me dance for me dance for me ohohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when you’re done ill make you do it all again  verse 2 i said oh my god i see you walking by take my hands my dear and look me in my eyes just like a monkey ive been dancin’ my whole life but you just beg to see me dance just one more time  prechorus ooh i see you see you see you every time and oh my i i like your style you you make me make me make me wanna cry and now i beg to see you dance just one more time  chorus so they say dance for me dance for me dance for me ohohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when youre done ill make you do it all again they say dance for me dance for me dance for me ohohoh ohoh ohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when youre done ill make you do it all again  bridge ooh ooh ooh ooh ooh do it all again do it all again do it all again ohoh ohoh oh ooh ooh ooh ooh oohooh do it all again do it all again do it all again ooh ahah ahah  chorus they say dance for me dance for me dance for me ohohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when you’re done i’ll make you do it all again they say dance for me dance for me dance for me ohohoh ohoh ohoh ive never seen anybody do the things you do before they say move for me move for me move for me ayyayyayy and when you’re done ill make you do it all again all again  ,0.027,0.936,0.037,0.3612
6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Señorita ,1645477,  chorus camila cabello i love it when you call me señorita i wish i could pretend i didnt need ya but every touch is oohlalala its true lalala ooh i should be runnin ooh you keep me coming for ya  verse 1 shawn mendes land in miami the air was hot from summer rain sweat drippin off me before i even knew her name lalala it felt like oohlalala yeah no sapphire moonlight we danced for hours in the sand tequila sunrise her body fit right in my hands lalala it felt like oohlalala yeah  chorus camila cabello  shawn mendes camila cabello i love it when you call me señorita i wish i could pretend i didnt need ya but every touch is oohlalala its true lalala ooh i should be runnin ooh you know i love it when you call me señorita i wish it wasnt so damn hard to leave ya but every touch is oohlalala its true lalala ooh i should be runnin ooh you keep me coming for ya  verse 2 camila cabello with shawn mendes locked in the hotel theres just some things that never change you say were just friends but friends dont know the way you taste lalala la la la cause you know its been a long time coming dont ya let me fall oh ooh when your lips undress me hooked on your tongue ooh love your kiss is deadly dont stop  chorus both camila cabello  shawn mendes i love it when you call me señorita i wish i could pretend i didnt need ya but every touch is oohlalala its true lalala ooh i should be runnin ooh you know i love it when you call me señorita i wish it wasnt so damn hard to leave ya so damn hard to leave ya but every touch is oohlalala its true lalala true lala ooh i should be runnin ooh you keep me coming for ya  outro both shawn mendes  camila cabello all along ive been coming for ya for you and i hope it meant something to you oh call my name ill be coming for ya coming for you coming for ya coming for you for ya for ya oh she loves it when i call for ya ooh i should be runnin ooh you keep me coming for ya  ,0.023,0.756,0.221,0.9979
1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover ,1558018,  verse 1 we could leave the christmas lights up til january and this is our place we make the rules and theres a dazzling haze a mysterious way about you dear have i known you 20 seconds or 20 years  chorus can i go where you go can we always be this close forever and ever ah take me out and take me home youre my my my my lover  verse 2 we could let our friends crash in the living room this is our place we make the call and im highly suspicious that everyone who sees you wants you ive loved you three summers now honey but i want em all  chorus can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever youre my my my my lover  bridge ladies and gentlemen will you please stand with every guitar string scar on my hand i take this magnetic force of a man to be my lover my hearts been borrowed and yours has been blue alls well that ends well to end up with you swear to be overdramatic and true to my lover and youll save all your dirtiest jokes for me and at every table ill save you a seat lover  chorus can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever youre my my my my oh youre my my my my darling youre my my my my lover  ,0.034,0.743,0.223,0.9963
6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug) ,1345475,  verse 1 post malone me and kurt feel the same too much pleasure is pain my girl spites me in vain all i do is complain she needs something to change need to take off the eeedge so fuck it all tonight and dont tell me to shut up when you know you talk too much but you dont got shit to say say  chorus post malone i want you out of my head i want you out of my bedroom tonight bedroom theres no way i could save you save you cause i need to be saved too im no good at goodbyes  verse 2 post malone were both actin insane but too stubborn to change now im drinkin again 80 proof in my veins and my fingertips stained looking over the eeedge dont fuck with me tonight say you needed this heart then you got it got it turns out that it wasnt what you wanted wanted and we wouldnt let go and we lost it now im a goner  chorus post malone i want you out of my head head i want you out of my bedroom tonight bedroom theres no way i could save you save you cause i need to be saved too saved too im no good at goodbyes  verse 3 young thug i want you out of my life i want you back here tonight im tryna cut you no knife i wanna slice you and dice you my argue possessive it got you precise can you not turn off the tv im watchin the fight i flood the garage blue diamond no shark youre barbie life doll its nicki minaj you dont need a key to drive your car on the charger i just wanna see the side the one thats unbothered yeah and i dont want ya to never go outside outside i promise if they play my niggas slidin slidin im fuckin her and the tour bus still ridin ridin yeah yeah yeah yeah yeah  chorus post malone i want you out of my head head i want you out of my bedroom tonight bedroom theres no way i could save you save you cause i need to be saved too saved too im no good at goodbyes  outro post malone  young thug goodbye goodbye goodbye bye bye goodbye goodbye goodbye bye bye yeah yeah yeah yeah yeah goodbye goodbye goodbye bye bye bye im no good at goodbyes goodbye goodbye goodbye bye bye goodbye goodbye goodbye bye bye goodbye goodbye goodbye bye bye im no good at goodbyes  ,0.126,0.702,0.172,0.9634
1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom ,1343649,  intro turn you to a dancer yeah internet money bitch  chorus i got black i got white what you want hop outside a ghost and hop up in a phantom i know im ’bout to blow i aint dumb they try to take my flow i take they ass for ransom i know that im gone they see me blowin’ up now they say they want some i got two twin glocks turn you to a dancer i see two twin opps leave em on a banner and i got two thick thots wanna link the gang yeah  verse i got red i got blue what you want the chanel or balenciaga louis and vuitton she know i got the fendi prada when i hit milan i needed me a die or rider i need me the one i started from the bottom you could see the way i stunt i want all the diamonds i want that shit to weigh a ton the opps they tryna line me cause they hate the place im from but them niggas dont know me they just know the place im from i got lots of shawties tryna pull up to my place but you aint want me last year so just get up out my face they all up in my inbox so i know they want a taste i know they want my downfall lil nigga are you laced  chorus i got black i got white what you want hop outside a ghost and hop up in a phantom i know i’m ’bout to blow i aint dumb they try to take my flow i take they ass for ransom i know that i’m gone they see me blowin up now they say they want  some i got two twin glocks turn you to a dancer i see two twin opps leave em on a banner and i got two thick thots wanna link the gang yeah i got black i got white what you want hop outside a ghost and hop up in a phantom i know im ’bout to blow i aint dumb they try to take my flow i take they ass for ransom i know that im gone they see me blowin up now they say they want  some i got two twin glocks turn you to a dancer i see two twin opps leave em on a banner and i got two thick thots wanna link the gang yeah  ,0.099,0.818,0.082,-0.9506
70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People (feat. Khalid) ,1342362,  intro ed sheeran we are we are we are  verse 1 ed sheeran la on a saturday night in the summer sundown and they all come out lamborghinis and their rented hummers the partys on so theyre headin downtown round here everybodys lookin for a come up and they wanna know what youre about me in the middle with the one i love and were just tryna figure everything out  prechorus ed sheeran we dont fit in well cause we are just ourselves i could use some help gettin out of this conversation yeah you look stunning dear so dont ask that question here this is my only fear that we become  chorus ed sheeran beautiful people drop top designer clothes front row at fashion shows what dyou do and who dyou know inside the world of beautiful people champagne and rolledup notes prenups and broken homes surrounded but still alone lets leave the party  postchorus ed sheeran thats not who we are we are we are we are we are not beautiful yeah thats not who we are we are we are we are we are not beautiful beautiful  verse 2 khalid la mmm drove for hours last night and we made it nowhere nowhere nowhere i see stars in your eyes when were halfway there all night im not fazed by all them lights and flashin cameras cause with my arms around you theres no need to care  prechorus khalid we dont fit in well we are just ourselves i could use some help gettin out of this conversation yeah you look stunning dear so dont ask that question here this is my only fear that we become  chorus ed sheeran beautiful people drop top designer clothes front row at fashion shows what dyou do and who dyou know inside the world of beautiful people champagne and rolledup notes prenups and broken homes surrounded but still alone lets leave the party  postchorus ed sheeran both khalid thats not who we are we are we are we are we are not beautiful yeah yeah thats not who we are we are we are we are we are not beautiful beautiful  outro ed sheeran we are we are we are we are not beautiful  ,0.086,0.723,0.191,0.9949
6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep? ,1275813,  verse 1 im done hatin myself for feelin im done cryin myself awake i gotta leave and start the healin but when you move like that i just wanna stay  prechorus what have i become now lookin through your phone now oh now love to you is just a game look what i have done now dialling up the numbers on you i dont want my heart to break  chorus baby how do you sleep when you lie to me all that shame and all that danger im hopin that my love will keep you up tonight baby how do you sleep when you lie to me all that fear and all that pressure im hopin that my love will keep you up tonight  postchorus tell me how do you— love will keep you up tonight tell me how do you—  verse 2 oh no how did i manage to lose me i am not this desperate not this crazy theres no way im stickin round to find out i wont lose like that i wont lose myself  prechorus look what i have done done diallin up the numbers on you i dont want my heart to break  chorus baby how do you sleep when you lie to me all that shame and all that danger im hopin that my love will keep you up tonight baby how do you sleep when you lie to me all that fear and all that pressure im hopin that my love will keep you up tonight  postchorus tell me how do you— yeah yeah yeah love will keep you up tonight tell me how do you— oh love will keep you up tonight  chorus baby how do you sleep when you lie to me all that shame and all that danger im hopin that my love will keep you up tonight baby how do you sleep when you lie to me oh all that fear and all that pressure oh im hopin that my love will keep you up tonight tell me how do you—  ,0.128,0.726,0.146,0.9319
0Ryd8975WihbObpp5cPW1t,Ariana Grande,boyfriend (with Social House) ,1156298,  verse 1 ariana grande im a motherfuckin train wreck i dont wanna be too much but i dont wanna miss your touch and you dont seem to give a fuck i dont wanna keep you waiting but i do just what i have to do and i might not be the one for you but you aint allowed to have no boo  prechorus ariana grande cause i know we be so complicated but we be so smitten its crazy i cant have what i want but neither can you  chorus ariana grande you aint my boyfriend boyfriend and i aint your girlfriend girlfriend but you dont want me to see nobody else and i dont want you to see nobody but you aint my boyfriend boyfriend and i aint your girlfriend girlfriend but you dont want me to touch nobody else nobody baby we aint gotta tell nobody  verse 2 mikey even though you aint mine i promise the way we fight make me honestly feel like we just in love love cause baby when push comes to shove shove damn baby im a train wreck too too i lose my mind when it comes to you i take time with the ones i choose and i dont want a smile if it aint from you yeah  prechorus mikey i know we be so complicated lovin you sometimes drive me crazy cause i cant have what i want and neither can you no no  chorus ariana grande you aint my boyfriend boyfriend and i aint your girlfriend girlfriend but you dont want me to see nobody else and i dont want you to see nobody but you aint my boyfriend boyfriend and i aint your girlfriend girlfriend but you dont want me to touch nobody else nobody baby we aint gotta tell nobody  verse 3 scootie  ariana grande i wanna kiss you yeah dont wanna miss you yeah but i cant be with you cause i got issues no yeah on the surface seem like its easy careful with words but its still hard to read me stress high when the trust low mmm bad vibes whered the fun go oh try to open up and love more love more try to open up and love more  bridge scootie ariana grande  both if you were my boyfriend and you were my girlfriend i prolly wouldnt see nobody else but i cant guarantee that by myself  chorus ariana grande you aint my boyfriend boyfriend you aint my boyfriend and i aint your girlfriend girlfriend i aint your girlfriend but you dont want me to see nobody else nobody and i dont want you to see nobody but you aint my boyfriend boyfriend you know you aint my boyfriend and i aint your girlfriend girlfriend yeah mmm but you dont want me to touch nobody else nobody baby we aint gotta tell nobody oh yeah you aint my boyfriend boyfriend and i aint your girlfriend girlfriend but you dont want me to see nobody else and i dont want you to see nobody but you aint my boyfriend boyfriend and i aint your girlfriend girlfriend yeah but you dont want me to touch nobody else nobody baby we aint gotta tell nobody  ,0.121,0.789,0.09,0.2745
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved ,1114155,  verse 1 im going under and this time i fear theres no one to save me this all or nothing really got a way of driving me crazy i need somebody to heal somebody to know somebody to have somebody to hold its easy to say but its never the same i guess i kinda liked the way you numbed all the pain  chorus now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved  verse 2 im going under and this time i fear theres no one to turn to this all or nothing way of loving got me sleeping without you now i need somebody to know somebody to heal somebody to have just to know how it feels its easy to say but its never the same i guess i kinda like the way you help me escape  chorus now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved  bridge and i tend to close my eyes when it hurts sometimes i fall into your arms ill be safe in your sound till i come back around  chorus for now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved but now the day bleeds into nightfall and youre not here to get me through it all i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved i let my guard down and then you pulled the rug i was getting kinda used to being someone you loved  ,0.076,0.787,0.138,0.9788
4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right ,1077123,  verse 1 ive cheated and i’ve lied ive broke down and ive cried i’ve got nothing to hide no more ive loved and ive hurt broken people down with words more grace than i deserve for sure  prechorus known to be crazy known to be wild mama had herself a little devilish child aint no stranger to the troubles at my door  chorus ive been at the wrong place at the wrong time chasin all the wrong things most of my life been every kinda lost that you cant find but i got one thing right been the kinda guy girls mamas don’t like runnin’ with the wrong crowd on the wrong nights cause i’ve been wrong about a million times but i got one thing right you  postchorus baby i got one thing right mmm baby i got one thing right yeah i got you baby i got one thing right i got one thing right  verse 2 you saw right through my pain kept us patient while i changed never even crossed your mind to walk away to walk away  prechorus when i was gettin crazy reckless and wild actin like my mamas little devilish child it took a heart like yours to find its place find its place  chorus i’ve been at the wrong place at the wrong time chasin all the wrong things most of my life been every kinda lost that you cant find but i got one thing right been the kinda guy girls mamas dont like runnin with the wrong crowd on the wrong nights cause ive been wrong about a million times but i got one thing right you  postchorus baby i got one thing right oh baby i got one thing right yeah i got you baby i got one thing right i got one thing right  bridge ive been wrong about a million times but i got one thing right i got one thing right  chorus ive been at the wrong place at the wrong time chasin all the wrong things most of my life been every kinda lost that you cant find but i got one thing right i got one thing right been the kinda guy girls mamas dont like runnin with the wrong crowd on the wrong nights cause ive been wrong about a million times but i got one thing right you  postchorus baby i got one thing right oh baby i got one thing right yeah i got you baby i got one thing right i got one thing right ive been at the wrong place at the wrong time chasin all the wrong things most of my life been every kinda lost that you cant find but i got one thing right i got one thing right  ,0.216,0.719,0.065,-0.9975
